"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FL2","baseMean_WT2","mgi_symbol","chromosome_name"
"ENSMUSG00000000732",2785.52619752816,-3.36713318217499,0.24870739141269,-13.5385328238507,9.26203553789797e-42,4.14167355803004e-39,1013.68931487075,11190.2529106328,"Icosl","10"
"ENSMUSG00000028989",180.851930907962,7.67893092710405,0.572633703026597,13.4098480171842,5.29472188245681e-41,2.30363332064296e-38,624.252914546109,3.29513343019326,"Angptl7","4"
"ENSMUSG00000018927",5147.48432806346,-3.87062393563418,0.290105466749964,-13.3421268444079,1.31649215663727e-40,5.57707650988074e-38,1055.99856613126,13337.315218017,"Ccl6","11"
"ENSMUSG00000032661",29430.7202541427,-2.40914435798072,0.182143368468605,-13.2266377757034,6.15810738262945e-40,2.54187724732228e-37,5408.92939861599,29053.0877795208,"Oas3","5"
"ENSMUSG00000029275",283.331407328185,-5.35741469604391,0.405162193534341,-13.2228889603684,6.472917923698e-40,2.60502581839226e-37,7.06608569256679,341.494673157327,"Gfi1","5"
"ENSMUSG00000061666",1048.91972259624,-4.71669951761169,0.362161081840354,-13.0237613982247,8.96439111577669e-39,3.51972605321398e-36,104.711848240181,2556.30291073251,"Gdpd1","11"
"ENSMUSG00000063659",1970.57712467246,-1.91792150449164,0.15041013664763,-12.7512782531725,3.06675067411536e-37,1.1754417226645e-34,665.344036440482,2322.12690456991,"Zfp238","1"
"ENSMUSG00000029819",683.831151862774,-10.6947465134285,0.841240605854216,-12.7130650125582,5.00341914109639e-37,1.87314049612488e-34,1.14281880401853,1431.86712514599,"Npy","6"
"ENSMUSG00000037148",2354.3258729078,-1.858431259256,0.147522216816838,-12.5976364737212,2.17566757114055e-36,7.95997649095921e-34,1278.90273505097,4660.37314583438,"Arhgap10","8"
"ENSMUSG00000028337",5954.71792392988,-2.80627528116738,0.22284256941126,-12.5930843850052,2.30487797496517e-36,8.24531680910875e-34,919.640024687538,6434.16390504427,"Coro2a","4"
"ENSMUSG00000022305",5088.90846085407,-2.24939187940394,0.18114585870939,-12.4175727528644,2.09831453603839e-35,7.34318856546654e-33,2381.00669279576,13979.7975061112,"Lrp12","15"
"ENSMUSG00000067017",518.713503460061,3.85811877841501,0.313041588239128,12.3246205084669,6.67570078662711e-35,2.28649853751326e-32,921.939265906031,61.3695773638612,"Gm3608","1"
"ENSMUSG00000044827",3903.53239693997,-2.81876804356163,0.229186478419369,-12.299015469856,9.16848350300141e-35,3.0748801548191e-32,711.545835493353,6285.18071301273,"Tlr1","5"
"ENSMUSG00000022893",1466.41066759883,4.05991389583621,0.330303641325082,12.2914596991696,1.00671590527736e-34,3.30736992717446e-32,3774.97821531029,129.698309317457,"Adamts1","16"
"ENSMUSG00000064193",680.846292711092,5.37998277889617,0.440944081741495,12.2010545138697,3.06824451624914e-34,9.87852004451572e-32,1258.14947192085,23.2000366891761,"Gm13699","2"
"ENSMUSG00000035735",116.555245088742,-2.55178533694123,0.210346620333998,-12.1313350929499,7.20648486780184e-34,2.27470575297792e-31,43.9864424266965,232.311138081795,"Dagla","19"
"ENSMUSG00000026536",12281.9486764895,-2.85783510328299,0.241784326042317,-11.8197699166935,3.0852835845842e-32,9.55132598935316e-30,2030.14196818267,11718.9904644755,"Mnda","1"
"ENSMUSG00000002797",184.087846715487,-3.750985936047,0.319790108150457,-11.7295245864272,8.99625286814199e-32,2.73248450323301e-29,19.0582845972268,268.362236906346,"Ggct","6"
"ENSMUSG00000025473",11063.4530684682,-3.79199632403944,0.323627851254451,-11.7171507623366,1.04115036845508e-31,3.10378493173886e-29,2999.05711921924,28083.355945569,"Adam8","7"
"ENSMUSG00000038024",6399.0128826572,-1.38032516531838,0.118310481158746,-11.6669727973322,1.87994236250452e-31,5.50242039119959e-29,4066.93690576689,12076.5866631894,"Dennd4c","4"
"ENSMUSG00000025492",37864.578323973,-1.71249545349103,0.147079212335423,-11.6433548038426,2.48062440987254e-31,7.1309092410943e-29,15229.2343242036,50558.5754864888,"Ifitm3","7"
"ENSMUSG00000038668",1320.16021403031,-4.34450963023674,0.375448057694184,-11.5715331087836,5.74468778367047e-31,1.62242077090399e-28,79.5816012483676,1251.27744278778,"Lpar1","4"
"ENSMUSG00000071203",1021.40775920513,-2.32408115220786,0.201143877766115,-11.5543221002741,7.01992264265725e-31,1.94839163278442e-28,290.412533252748,1453.32759738685,"Naip5","13"
"ENSMUSG00000015568",20111.6911488335,-2.805378472652,0.242909486604745,-11.5490692103632,7.4624228449579e-31,2.03610310098529e-28,4830.27118355733,35534.9369422202,"Lpl","8"
"ENSMUSG00000038179",67839.1999535677,-3.35396025517674,0.290665320746881,-11.5389075193372,8.39850824406252e-31,2.25331976188197e-28,5588.75748059682,49127.2610625252,"Slamf7","1"
"ENSMUSG00000039246",139.897813617133,3.45881126213007,0.300334087203855,11.5165457718503,1.08889213497588e-30,2.87360419489209e-28,376.384576233174,32.2389507231516,"Lyplal1","1"
"ENSMUSG00000022637",2726.53540622352,-2.52550315105937,0.219456608767075,-11.5079840395231,1.20256719840287e-30,3.12240754191764e-28,767.39996772298,5321.24923417126,"Cblb","16"
"ENSMUSG00000045763",5292.51203041453,-2.70384029329517,0.237606188382228,-11.3795028307327,5.29004441957826e-30,1.35173230264081e-27,1066.14836970873,5453.52627307415,"Basp1","15"
"ENSMUSG00000019139",907.035765951092,-1.99801424542048,0.176466347603913,-11.3223528029555,1.0170506803608e-29,2.55820028944504e-27,418.990003532228,1727.10175259617,"Isyna1","8"
"ENSMUSG00000021367",3281.07195623168,-4.61501830157136,0.408783434707755,-11.2896411882999,1.47638136672489e-29,3.65642880639035e-27,222.189487019982,5832.17670430114,"Edn1","13"
"ENSMUSG00000022656",88.6201568032948,6.2670348331172,0.556848505604571,11.2544700579075,2.20145373558436e-29,5.36954579324803e-27,242.471317461732,3.36681030871672,"Pvrl3","16"
"ENSMUSG00000069920",193.606477719569,2.6243328868657,0.233404146594036,11.2437286361936,2.48653355193595e-29,5.97436076403955e-27,388.526766599215,71.6998347808079,"B3gnt9-ps","8"
"ENSMUSG00000039062",21940.3311506215,-2.38379855691005,0.212037784295418,-11.2423291199311,2.52627775725155e-29,5.98059107885817e-27,7737.69928359457,46863.3850146999,"Anpep","7"
"ENSMUSG00000081788",80.9616371326508,3.47789155257217,0.309934499648791,11.2213759891629,3.20248315880289e-29,7.47153244788535e-27,158.580177102279,14.9226878512838,"Gm5898","7"
"ENSMUSG00000029009",13664.209552416,-2.45776548426923,0.21967383374361,-11.1882486975567,4.65537647237118e-29,1.07060357788902e-26,2299.23196500162,13003.5032436574,"Mthfr","4"
"ENSMUSG00000050967",227.130664762255,-4.35669718617163,0.390807005359385,-11.1479505905101,7.32745839169591e-29,1.6613721857679e-26,14.4780956543808,303.609870742661,"Creg2","1"
"ENSMUSG00000040540",59.7817135308645,4.4426898094824,0.400664332850647,11.0883087043799,1.42965157349754e-28,3.19646264307825e-26,157.526058432525,9.15008300291838,"Gm9770","10"
"ENSMUSG00000073489",29971.761296387,-2.72340089250049,0.246642266686662,-11.0419066816327,2.39887967837141e-28,5.29002261129082e-26,4596.76696666277,26598.316025165,"Ifi204","1"
"ENSMUSG00000022912",3294.92897255705,2.51015123205781,0.229173384494308,10.9530661145346,6.42357412524104e-28,1.39738778740717e-25,5885.78222087768,1303.3246402521,"Pros1","16"
"ENSMUSG00000056501",2491.01928424855,-2.8906286781854,0.264454817645172,-10.9305200182205,8.23749986053682e-28,1.76809697006562e-25,544.729337364829,3798.39145806467,"Cebpb","2"
"ENSMUSG00000052609",1072.91942854133,1.92551054847428,0.177149754500096,10.8693943940703,1.61267728872221e-27,3.41590513076975e-25,1951.46345413066,576.154728880796,"Plekhg3","12"
"ENSMUSG00000025854",6019.99801244386,-3.59824207576585,0.333050251987483,-10.8039013761235,3.29882174817886e-27,6.8966795457381e-25,1513.26361330081,21221.6514178973,"Fam20c","5"
"ENSMUSG00000022324",77.8472225855172,-5.09916342900688,0.477543325381543,-10.6779074441733,1.29150007591427e-26,2.64681034309279e-24,14.565358549277,248.415437980532,"Matn2","15"
"ENSMUSG00000045664",2237.36729206328,-2.80006529919924,0.262242818806281,-10.6773764557025,1.29890680273531e-26,2.64681034309279e-24,667.948292830657,5047.70772006414,"Cdc42ep2","19"
"ENSMUSG00000037174",4694.24097978012,1.26344015543652,0.118971311996263,10.6197043155766,2.41324306521669e-26,4.85604835798229e-24,6896.90743105264,3318.6704774993,"Elf2","3"
"ENSMUSG00000024675",20711.9821846863,-3.52225227187922,0.332086464933209,-10.6064312876697,2.78171712709564e-26,5.52840522370194e-24,619.060893460613,7021.70826038146,"Ms4a4c","19"
"ENSMUSG00000032507",570.904223443249,1.43176865910928,0.135238669411477,10.5869768265242,3.42474200584267e-26,6.72335326951894e-24,954.299933033307,351.235775099718,"Fbxl2","9"
"ENSMUSG00000021908",778.301986122585,3.3853647905058,0.321622655944378,10.5258902876894,6.56379754667516e-26,1.27306039646237e-23,2123.86223625943,221.579732200927,"Gm6768","12"
"ENSMUSG00000000682",13037.1688823368,-2.76334636159394,0.262856133004784,-10.5127711117307,7.54435683270815e-26,1.44582209872543e-23,2723.39600978524,12867.2172333893,"Cd52","4"
"ENSMUSG00000042507",3951.33313343724,1.77914217417671,0.169627759778254,10.4885083461722,9.75563314381943e-26,1.84760214528477e-23,7810.05347840775,2731.40325320541,"C130039O16Rik","12"
"ENSMUSG00000032688",11178.7427208411,-1.39567885867089,0.133190103491573,-10.4788480681615,1.08051787066208e-25,2.02257868394396e-23,5311.24683576834,16583.0702443439,"Malt1","18"
"ENSMUSG00000035329",3638.06283957492,1.4019918374253,0.133866971573049,10.4730227400435,1.149138537663e-25,2.1263025493447e-23,7248.15116474499,2887.80487598173,"Fbxo33","12"
"ENSMUSG00000025993",823.758032221681,-4.97873417552711,0.475581491128213,-10.4687298988784,1.20245487127697e-25,2.1996725588428e-23,75.8809526057836,1955.81087336672,"Slc40a1","1"
"ENSMUSG00000034271",3092.50979155813,-2.9445562248461,0.282120370884194,-10.437233637605,1.67624368816941e-25,3.03192931372485e-23,1055.47339695711,6788.1257461534,"Jdp2","12"
"ENSMUSG00000026991",4151.49142742646,-2.26612655472531,0.21841185042758,-10.3754743631766,3.20616070780468e-25,5.73475278602664e-23,667.464129180911,3221.02446218004,"Pkp4","2"
"ENSMUSG00000031355",393.359083221053,-2.6986599248023,0.263523667616592,-10.2406738233799,1.30325513405946e-24,2.30547265363618e-22,162.466235231778,950.788966579742,"Arhgap6","X"
"ENSMUSG00000032952",851.11223021169,-1.2595019080504,0.123123771447673,-10.2295591926835,1.46183244558866e-24,2.55788899011806e-22,507.225543614708,1151.77849452799,"Ap4b1","3"
"ENSMUSG00000068245",14554.8352617126,-2.06883651752211,0.202411525346791,-10.2209422807204,1.59780073650134e-24,2.76574153292458e-22,2432.12332652143,8910.03207945229,"D14Ertd668e","14"
"ENSMUSG00000033721",3274.36286232163,-1.90674224560317,0.186689961659021,-10.213416022259,1.72676276594978e-24,2.95717308577229e-22,1754.46368074629,6119.23905120517,"Vav3","3"
"ENSMUSG00000034641",3434.54699161285,-2.71838772660803,0.266262719335577,-10.209419228465,1.7993861631223e-24,3.04910720567819e-22,1731.64474396914,7370.00120788953,"Cd300ld","11"
"ENSMUSG00000006638",129.847081555802,2.87954486818607,0.282343442597543,10.1987311683049,2.00879606615225e-24,3.36849990342905e-22,173.177056754217,20.4915328666792,"Abhd1","5"
"ENSMUSG00000039236",4183.95423788972,-3.08376499339998,0.302684922295373,-10.18803635812,2.242478617135e-24,3.72158977099374e-22,367.591368176199,2233.48479612437,"Isg20","7"
"ENSMUSG00000019853",195.911341484254,4.11750749475568,0.405532089766976,10.153345687444,3.20194281236369e-24,5.25968116259496e-22,446.48061605218,16.3811029075418,"Hebp2","10"
"ENSMUSG00000037759",492.207072966122,-3.87073487422002,0.381331416977648,-10.1505795271175,3.29401484401141e-24,5.35626777362583e-22,113.323412010961,1059.08060317469,"Ptger2","14"
"ENSMUSG00000024679",16921.8753580688,-1.62959540032545,0.161094311346879,-10.115784888372,4.70232679241825e-24,7.5698056704349e-22,3863.98539472284,11983.8458289442,"Ms4a6d","19"
"ENSMUSG00000018169",228.843373465076,2.17806321432075,0.217011651661813,10.0366187605217,1.05219174252923e-23,1.67704778923125e-21,470.229756543354,113.961602671904,"Mfng","15"
"ENSMUSG00000039735",4741.07050451426,-2.37448157896253,0.236655087562751,-10.0335116536758,1.08584571342435e-23,1.71372002889266e-21,1786.84722926568,11614.3094950276,"Fnbp1l","3"
"ENSMUSG00000060380",84.4792089925627,5.67099484561611,0.5657113291745,10.0245382285191,1.18914150981991e-23,1.8585242742797e-21,211.645468356506,5.38797254732626,"C030014I23Rik","9"
"ENSMUSG00000039953",245.15239912336,2.16389365313304,0.216459179907983,9.99677469928929,1.57441441642912e-23,2.43701185343038e-21,493.884760247293,115.81299873594,"Clstn1","4"
"ENSMUSG00000039208",7130.42565085069,-2.39199744045456,0.239712361873386,-9.97861529443356,1.89087073497213e-23,2.89897496110299e-21,4611.67607149575,19656.3939287932,"Metrnl","11"
"ENSMUSG00000023026",4417.16753221732,1.69892995304506,0.172089590540684,9.87235746047879,5.48598519798096e-23,8.30847177333575e-21,9630.19524140547,4055.02379269877,"Dip2b","15"
"ENSMUSG00000028327",297.598046380908,-3.07841367281373,0.311842531928456,-9.87169278602443,5.52246539785641e-23,8.30847177333575e-21,62.7604507384577,458.670966093316,"1300002K09Rik","4"
"ENSMUSG00000073859",1611.41344924467,-1.44518332916739,0.14686845547103,-9.83998452582934,7.572248323889e-23,1.1286856807219e-20,854.264459919512,2422.34151542511,"Itpripl2","7"
"ENSMUSG00000029798",13801.5055752273,-1.85271799705721,0.188309077522738,-9.83870783835951,7.66894455793321e-23,1.13261164673036e-20,2689.95570837293,9646.56651096623,"Herc6","6"
"ENSMUSG00000032440",21728.5922535261,2.40625909533246,0.245674784695629,9.79448948459899,1.18896504373393e-22,1.73999629763899e-20,52563.0628261257,13490.2318812768,"Tgfbr2","9"
"ENSMUSG00000056091",4063.57086753879,-2.91838421279835,0.298740487382917,-9.76896114204183,1.53012946802401e-22,2.21910127713968e-20,413.179859558781,2878.18183345961,"St3gal5","6"
"ENSMUSG00000020644",7775.686068736,-2.70549105116589,0.277122248906698,-9.76280707102942,1.62591361927876e-22,2.33696048599549e-20,2862.60684623155,17717.1529672312,"Id2","12"
"ENSMUSG00000041920",921.249935267764,1.54188367346676,0.158010586819088,9.75810358347775,1.70310036486838e-22,2.42623979412843e-20,1609.88992493694,596.295345040956,"Slc16a6","11"
"ENSMUSG00000028381",2629.60652102125,-1.47343679790288,0.151032489076049,-9.75576054474589,1.74289329567591e-22,2.46114879594656e-20,1412.74482395792,4631.15088650702,"Ugcg","4"
"ENSMUSG00000045658",9589.51900457764,-1.65352760553678,0.169799678634411,-9.73810798015065,2.07379395702382e-22,2.90295088001474e-20,3281.84221956986,9493.55662161704,"Pid1","1"
"ENSMUSG00000028517",241.00128976334,-3.22126228890821,0.332440830593641,-9.68973120165772,3.33404970563345e-22,4.62685622080063e-20,53.2632991918438,432.390067879324,"Ppap2b","4"
"ENSMUSG00000039191",15641.7452312573,-1.91390964611277,0.197875920233166,-9.67227161272338,3.95500121390265e-22,5.4416760291799e-20,8934.34359761032,33045.929332454,"Rbpj","5"
"ENSMUSG00000037286",4914.87771178998,0.815770742846585,0.0844297137117086,9.66212849698974,4.36694782880743e-22,5.95755306340186e-20,6168.14878789349,3681.88912130905,"Stag1","9"
"ENSMUSG00000021665",10208.0032492978,1.57370843789563,0.163297678085192,9.63705336382451,5.57657418424125e-22,7.54383959814418e-20,19017.465922174,7491.47330539529,"Hexb","13"
"ENSMUSG00000020868",4820.56904605961,-2.00771150590656,0.208437615719999,-9.63219378120111,5.84676755988905e-22,7.84343868159116e-20,2491.65341637696,9674.36920241081,"Xylt2","11"
"ENSMUSG00000021701",15025.3321215541,-3.28622875267081,0.341984744544457,-9.6092846394311,7.30547584863417e-22,9.71930167035644e-20,3073.41791074762,28578.151468014,"Plk2","13"
"ENSMUSG00000015355",7270.36060174887,-1.15445010315817,0.120409965997298,-9.58766239651684,9.01032321520843e-22,1.18891953375758e-19,3433.1614728651,7970.16105198205,"Cd48","1"
"ENSMUSG00000050370",8389.63719965025,-4.42910664467899,0.46294419394017,-9.56725821957581,1.09778265680854e-21,1.43675652108161e-19,524.336588474712,7284.73463771577,"Ch25h","19"
"ENSMUSG00000043252",615.743757203191,1.80767475268817,0.189022456556079,9.56328039336358,1.14082146830959e-21,1.48104387071353e-19,1260.46073509349,418.774927297174,"Tmem64","4"
"ENSMUSG00000018500",1470.82605086362,-3.41425660194266,0.357549524672055,-9.54904528281564,1.30896962344851e-21,1.68574343986193e-19,112.314921048855,1137.77628943596,"Adora2b","11"
"ENSMUSG00000057596",8897.56158886279,-1.80110218327079,0.188717673303613,-9.54389777990289,1.37562578485046e-21,1.75752570512085e-19,2371.05851872821,8011.38147473294,"Trim30d","7"
"ENSMUSG00000038332",3449.68245519665,3.3972160346782,0.356552619620758,9.52795140950471,1.60417477473963e-21,2.03338626171327e-19,8187.98162727911,891.806027441154,"Sesn1","10"
"ENSMUSG00000021180",425.801956440819,-2.26037245531582,0.237965947088666,-9.49872232968527,2.1248124906175e-21,2.67228370890317e-19,224.261245925832,941.492692406059,"Rps6ka5","12"
"ENSMUSG00000032246",88.6640366539298,3.36893522197761,0.355029729369017,9.48916370458639,2.32895162694214e-21,2.90631498376082e-19,270.334377389937,26.5145324316445,"Calml4","9"
"ENSMUSG00000024953",26346.2080523911,-2.15548083955071,0.227431531965528,-9.47749338415137,2.60464492085225e-21,3.2253518412215e-19,4463.81075477138,16030.5416598927,"Prdx5","19"
"ENSMUSG00000030657",154.801759748652,-2.75472367916629,0.290714996365148,-9.47568482399944,2.65016566839917e-21,3.2566692312893e-19,74.5393644791494,565.628580156333,"Xylt1","7"
"ENSMUSG00000046027",1818.64797746231,-1.82113758351938,0.192546460973022,-9.45817219551256,3.13372903586253e-21,3.82172500146325e-19,576.033269188273,1979.30416226162,"Stard5","7"
"ENSMUSG00000085040",83.4640203649636,-2.90176286739411,0.307084175969916,-9.44940538934963,3.4076089898798e-21,4.12448793376579e-19,12.2727113237416,81.5064617436332,"A230028O05Rik","16"
"ENSMUSG00000091454",386.462980430771,8.88992827025381,0.941417281275887,9.44313265442231,3.61797596040963e-21,4.34643112019956e-19,677.21791583232,0.998534480090173,"Dynlt1b","17"
"ENSMUSG00000078485",1125.4004943708,-2.76837799690654,0.293224812217635,-9.44114509263225,3.68727461649183e-21,4.39687013157671e-19,169.249733375513,915.718127426577,"Plekhn1","4"
"ENSMUSG00000071547",647.674422757871,-2.73018018140826,0.289365821123677,-9.43504720359272,3.90818238128164e-21,4.62602352749058e-19,326.495785557185,1761.41073077782,"Nt5dc2","14"
"ENSMUSG00000053318",8083.49443896821,-3.24000581820824,0.343809023699404,-9.42385334551607,4.34830508189227e-21,5.10941716848918e-19,101.442015782561,957.026992410125,"Slamf8","1"
"ENSMUSG00000008734",114.645622022662,-4.28828481938436,0.455598618015106,-9.41241840914051,4.84850353738237e-21,5.62331571266836e-19,17.1398813446484,246.887311174503,"Gprc5b","7"
"ENSMUSG00000043162",254.027806747478,-1.42885269596959,0.151807504473159,-9.41226654721952,4.8555154929861e-21,5.62331571266836e-19,199.847773247881,499.843493457055,"Pigy","6"
"ENSMUSG00000000958",2508.58641429638,2.33242017156157,0.248927230633985,9.36988759976642,7.26098104029172e-21,8.34909091332972e-19,6452.37949858854,1514.42203332961,"Slc7a7","14"
"ENSMUSG00000061062",93.7841216684708,3.08090018339002,0.329043352250684,9.36320446019165,7.73542931975607e-21,8.83155611272576e-19,166.413474475153,18.2683733214124,"Gm10093","17"
"ENSMUSG00000038619",6169.09461559774,-1.0797898921654,0.115585991205218,-9.34187509149168,9.46429180742078e-21,1.07293077123845e-18,3567.36340967877,7451.47655826324,"Ensa","3"
"ENSMUSG00000026365",2053.28054516951,3.17926678420553,0.340973908332248,9.32407643668624,1.11954335720276e-20,1.26030831917833e-18,5226.33380848646,795.722739908609,"Cfh","1"
"ENSMUSG00000044703",4474.08993648016,-2.77356650474393,0.297736752864226,-9.31549927263676,1.21380309848795e-20,1.35693071385132e-18,273.547009307039,1222.04431932265,"Phf11","14"
"ENSMUSG00000030084",10436.6832017558,-1.93264450541698,0.207715812254454,-9.30427243088012,1.34912827705324e-20,1.49781151751745e-18,5513.1346833991,20993.6993844241,"Plxna1","6"
"ENSMUSG00000064246",340.987373466787,6.79642604621919,0.735630816768612,9.23890882667707,2.49023709919149e-20,2.74574224813593e-18,186.550387892961,3.15711359606443,"Chi3l1","1"
"ENSMUSG00000037217",61.496606701017,-4.13343884278474,0.448596432779818,-9.2141589650436,3.13728012186055e-20,3.43564186406198e-18,11.9327147549546,166.937083969947,"Syn1","X"
"ENSMUSG00000020901",16495.1608318433,-1.36202251359982,0.147927867919626,-9.20734228617317,3.34299305391696e-20,3.63618257986184e-18,9910.64107896873,31005.5744890105,"Pik3r5","11"
