"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLi8","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000066363",23325.5786556717,11.5679247748219,0.500343883055264,23.1199484326347,2.91737406274736e-118,2.01189408802215e-115,73887.0081546683,25.9288281041551,"Serpina3f","12"
"ENSMUSG00000027611",10383.1184551324,8.81556971366131,0.386021242956904,22.8370067049535,1.96750465186876e-115,1.30256677972319e-112,24639.1317362109,53.2650272494198,"Procr","2"
"ENSMUSG00000050395",7124.94289329159,5.98665361988467,0.263039758735966,22.7595008779412,1.15553700079969e-114,7.35588188470603e-112,5027.64821981884,76.2781184977222,"Tnfsf15","4"
"ENSMUSG00000054588",4608.11068811548,11.4659417574814,0.504363809052071,22.7334744319405,2.09115222942955e-114,1.28187631664032e-111,11029.9491914495,3.82813528857179,"Gbp10","5"
"ENSMUSG00000023903",783.04120356005,7.20749284035713,0.323216386271704,22.2992804402507,3.75489143388649e-110,2.2195431472234e-107,2352.2360220259,17.0219495043103,"Mmp25","17"
"ENSMUSG00000027580",51218.2962165097,5.22630776452561,0.235124976018933,22.2277864862164,1.85036098992931e-109,1.05604568083862e-106,83791.885841689,2155.09458993223,"BC006779","2"
"ENSMUSG00000020572",45702.6504127298,3.16386758561254,0.142702505757895,22.1710723915406,6.53351957987889e-109,3.60454275221918e-106,75143.9672159558,8443.54165756952,"Nampt","12"
"ENSMUSG00000038301",14740.689725747,2.31908568813913,0.108317963988233,21.4099822665709,1.07853716785794e-101,5.75834473071511e-99,18874.3318021959,3861.37570372549,"Snx10","6"
"ENSMUSG00000032487",95490.1954450678,7.47832668731978,0.349421430365674,21.402026428355,1.27925568833077e-101,6.6165502804883e-99,49152.6330687981,288.551299886113,"Ptgs2","1"
"ENSMUSG00000026981",74815.6258722104,7.317715928255,0.343446365530182,21.3067211148342,9.83460591686227e-101,4.9325018948481e-98,64275.8599933689,389.280010973957,"Il1rn","2"
"ENSMUSG00000028268",27008.6627826769,5.17082420638648,0.247515478452137,20.8909125147355,6.47699860254441e-97,3.15296481972684e-94,44280.4402922726,1273.07654769845,"Gbp3","3"
"ENSMUSG00000028525",10931.9658088951,4.40636361724941,0.211060277794441,20.8772757398762,8.61667197113223e-97,4.07470107983456e-94,8932.13660207192,503.90836781722,"Pde4b","4"
"ENSMUSG00000035891",6659.26739873325,-4.16083951081723,0.1999359409119,-20.8108631786752,3.45075668654122e-96,1.58648538663732e-93,751.014478469494,14770.0963662832,"Cerk","15"
"ENSMUSG00000016496",49134.0593323106,7.3295801783107,0.35563968907002,20.6095675020895,2.25235213509508e-94,1.00753189697186e-91,41731.9426126639,250.618156415698,"Cd274","19"
"ENSMUSG00000027360",1071.85188736451,6.8221469838799,0.331199008612286,20.5983315362703,2.84062224173853e-94,1.23724049271091e-91,1442.53074833293,13.6780614976624,"Hdc","2"
"ENSMUSG00000078922",8241.83959315265,11.3757872930676,0.554764311691922,20.5056220332085,1.91801627683245e-93,8.13976599944973e-91,19646.370313182,7.22366928605951,"Tgtp1","11"
"ENSMUSG00000027555",10337.8956140155,2.44664067579807,0.119667118252796,20.4453881025993,6.60310176333044e-93,2.73219843212205e-90,14058.4565155713,2596.54726560658,"Car13","3"
"ENSMUSG00000022534",1682.65837261851,6.57772163510932,0.326047573673397,20.1741161910877,1.6529183868518e-90,6.67254932214246e-88,1331.47639969651,15.3145358032533,"Mefv","16"
"ENSMUSG00000018920",12046.4338475542,4.33411990899492,0.215047325417857,20.1542609310454,2.469183543187e-90,9.73034686268761e-88,20274.8353776329,1091.16354967667,"Cxcl16","11"
"ENSMUSG00000028793",24653.3381493505,4.26894540132303,0.212824568168061,20.0585178584832,1.70078262504442e-89,6.54643098304888e-87,31920.4706687753,1692.83788092033,"Rnf19b","4"
"ENSMUSG00000039899",102128.973891517,9.78145924410403,0.490255971350974,19.9517391234415,1.44764336373747e-88,5.44544211664066e-86,344020.918606737,399.900983582428,"Fgl2","5"
"ENSMUSG00000075010",25177.1432369671,7.84106786074794,0.393508921601138,19.9260230971222,2.42048780932328e-88,8.90255416269103e-86,39385.3430511455,168.121853848882,"AW112010","19"
