"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FL8","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000074646",17.8775389871319,-0.326562515823232,0.368653192301034,-0.885825818528565,0.375711394825746,0.526776683946743,20.2249291308036,26.1326356935744,"6430550D23Rik","2"
"ENSMUSG00000054555",1.36592342544284,-1.21991273575074,1.3773832333837,-0.885674158203509,0.375793137438579,0.526847849263535,1.51961439537559,3.61037647619012,"Adam12","7"
"ENSMUSG00000023004",7740.43790040726,0.237340272276398,0.268205718053179,0.884918763101609,0.376200447475422,0.527375398501492,8510.66989582838,6599.2898339591,"Tuba1b","15"
"ENSMUSG00000041702",1997.52113058116,0.12906114855411,0.145867562029831,0.884783064570014,0.376273645162498,0.527434525036929,1668.13547776001,1613.48831681389,"Btbd7","12"
"ENSMUSG00000055652",967.35615082617,0.134849770413689,0.152434452154687,0.884641027717584,0.376350271242818,0.527454967189387,710.532266235096,691.066772119368,"Klhl25","7"
"ENSMUSG00000085735",0.875352026601838,2.03137977106066,2.29625604733801,0.884648632026721,0.376346168624073,0.527454967189387,1.37024502096572,0.226338210342078,"4930550G17Rik","2"
"ENSMUSG00000043929",340.479060514514,-0.135504422428672,0.153194922781167,-0.884522933062441,0.376413988310957,0.527500786553301,410.918207421455,465.231215991745,"Klhl15","X"
"ENSMUSG00000022761",1964.40013348487,0.0972812405812595,0.110008913503678,0.884303257644724,0.376532530209016,0.527623422708415,2526.94060055735,2312.1658426203,"Lztr1","16"
"ENSMUSG00000088176",5.12232012565767,-0.785480158963704,0.888711898325218,-0.88384116432327,0.376781961545657,0.5279294348711,2.76144185713171,4.83186912897435,"","8"
"ENSMUSG00000037270",5022.19496358116,0.175494739441987,0.198610102989312,0.883614362011742,0.376904423454193,0.528013999504956,4548.56623732892,4167.47767660114,"4932438A13Rik","3"
"ENSMUSG00000038079",417.83773848071,0.156350264783663,0.176942969481379,0.883619537085462,0.37690162889949,0.528013999504956,577.685032759616,484.759067950413,"Als2cr4","1"
"ENSMUSG00000024681",0.955867144771365,2.06111526701386,2.33319060432733,0.883389150972556,0.377026050442057,0.528140874581174,0.838356418508619,0,"Ms4a3","19"
"ENSMUSG00000031575",1291.7330887937,0.108268830995707,0.122636564357335,0.882842988655781,0.377321110187651,0.528510654627287,1585.29266864598,1489.65121404012,"Ash2l","8"
"ENSMUSG00000009876",4.55626886054207,-1.28523910094042,1.45605414786792,-0.882686336097036,0.377405766719954,0.528585687935699,0.636620896884868,1.42775573352623,"Cox4i2","2"
"ENSMUSG00000020955",322.848940295713,0.132515467694089,0.15013788198819,0.882625130575061,0.377438845946525,0.52858847686589,346.086507081146,324.871146631199,"Ap4s1","12"
"ENSMUSG00000040359",1371.04151898475,-0.148530613094621,0.168345521976225,-0.882296192681607,0.377616654814142,0.528659794586039,1495.87179099033,1578.004875476,"1810074P20Rik","4"
"ENSMUSG00000043872",318.792350490888,0.164338522088009,0.186289830694038,0.882165824488392,0.377687140212553,0.528659794586039,419.511761040057,369.969736904792,"Zmym1","4"
"ENSMUSG00000046410",1630.35792022787,-0.232068707691823,0.263052360404971,-0.882214884270768,0.377660614399414,0.528659794586039,1773.32653473642,2219.04439328332,"Kcnk6","7"
"ENSMUSG00000062729",589.39769757036,-0.180459822134585,0.204586544314998,-0.882070826010606,0.377738507582532,0.528659794586039,571.790688476125,657.09231228383,"Ppox","1"
"ENSMUSG00000070392",37.7090611849318,0.333621502366185,0.378115248185981,0.882327554804373,0.377599699650798,0.528659794586039,57.8236873859103,50.3914536252709,"Hist2h3c1","3"
"ENSMUSG00000071068",1762.42435399887,-0.304166735333602,0.344822945856573,-0.882095402839341,0.377725218040471,0.528659794586039,343.044590809146,336.000025827735,"Treml2","17"
"ENSMUSG00000082260",10.374781761851,-0.396953510125661,0.450020610482737,-0.882078511248293,0.377734351877519,0.528659794586039,18.2663157950078,21.7865476531336,"Gm7429","X"
"ENSMUSG00000092540",3.29739949062862,-0.681556894896772,0.772623905632801,-0.882132807343772,0.377704992683017,0.528659794586039,4.05563546610172,6.5938451545504,"Gm8738","11"
"ENSMUSG00000053581",5190.55452420604,-0.160249406529965,0.181700182397111,-0.881944114837132,0.377807029272028,0.528712174379612,4315.52082891763,4678.88288579187,"Zfand2a","5"
"ENSMUSG00000033285",1079.09263161798,-0.226000503508345,0.256305418454978,-0.881762488170119,0.377905261006476,0.528806119076052,1269.06545761742,1525.96887695641,"Wdr3","3"
"ERCC_00104",3.10704669627917,-0.944952594499194,1.07197245365884,-0.881508280622229,0.378042774111561,0.528955010551257,1.24182746175612,2.39133931472861,NA,NA
"ENSMUSG00000018401",1441.95001001467,0.158938047838596,0.180380262343055,0.881127711946224,0.378248699639915,0.529199591868466,1817.77309050988,1563.61240572837,"Mtmr4","11"
"ENSMUSG00000020961",60.3111278520329,0.426450231664729,0.484196435818412,0.880738064384804,0.378459609304336,0.529414869260931,10.5885769040615,8.38447570768694,"Ston2","12"
"ENSMUSG00000027246",1.30976312179868,1.67670543496558,1.9038956154781,0.880670884125403,0.378495980164435,0.529414869260931,0.467679822852302,0,"Ell3","2"
"ENSMUSG00000033161",21842.151871639,-0.148050879717314,0.168110667381901,-0.880675105411266,0.378493694730359,0.529414869260931,22219.1824572522,26289.2613088269,"Atp1a1","3"
"ENSMUSG00000028494",19616.3384748391,0.113332359763538,0.128723280420308,0.880434055079115,0.37862421469766,0.529550672246797,8496.0307636102,6982.98958385452,"Plin2","4"
"ENSMUSG00000027531",1873.14027886738,-0.0765595882184692,0.0869637755228337,-0.880361826038329,0.378663329484377,0.529561818656265,2016.36050887825,2135.11280897251,"Impa1","3"
"ENSMUSG00000078816",21.215018887625,0.466756293385546,0.530594534476802,0.879685452934028,0.379029732071337,0.530030638572986,16.6956885864223,11.3912270886057,"Prkcc","7"
"ENSMUSG00000036333",5525.43903399356,-0.1151238540495,0.13087938398738,-0.879617939373867,0.379066317263141,0.530038206613913,5199.33790481809,5796.76259786552,"Kidins220","12"
"ENSMUSG00000022768",6.18258079196963,0.603918283667502,0.686655425192539,0.879507044596877,0.379126415190551,0.530078647930675,6.37170264958539,3.354922895931,"Ccdc116","16"
"ENSMUSG00000065431",8.70930211562988,-0.508593475237644,0.578603549055378,-0.879001651593682,0.379400380335856,0.530418078182089,9.31395499471416,13.0220383299155,"Mir186","3"
"ENSMUSG00000091454",386.462980430771,0.355593284973583,0.404612264807986,0.878849495929971,0.379482885234181,0.53048980495246,950.678994397074,672.57188437866,"Dynlt1b","17"
"ENSMUSG00000027597",715.007814888366,0.190007715896741,0.216238302811956,0.878695926789505,0.379566167763917,0.530562606913012,1001.02877468434,854.332671400533,"Ahcy","2"
"ENSMUSG00000063754",1.29339692120356,-1.43772464282912,1.63676809528933,-0.878392392280211,0.379730811511616,0.530739777910545,1.13709516732836,3.06789845443212,"Gm10136","19"
"ENSMUSG00000064125",1.9409026652944,-1.63202613990916,1.85806500854757,-0.87834716891036,0.379755345413144,0.530739777910545,0.318310448442434,0.679014631026234,"BC068157","8"
"ENSMUSG00000020170",1485.34361475739,-0.147963875672952,0.168660564145341,-0.877287920995248,0.380330271355588,0.531436174057913,953.407507538196,1134.44585850487,"Frs2","10"
"ENSMUSG00000030876",1403.340723637,0.0969552248777895,0.110520150369824,0.877262875171241,0.380343871898237,0.531436174057913,1147.34732964974,1031.32306300008,"Mettl9","7"
"ENSMUSG00000065417",2.3866073711954,-1.01417060676301,1.15607093547778,-0.877256382493405,0.380347397642224,0.531436174057913,0.871150866099804,2.34214881521149,"Mir340","11"
"ENSMUSG00000052253",1466.92574546346,-0.111947465949807,0.127687884743915,-0.876727390185248,0.38063472585237,0.531793939496126,1296.62309008427,1412.13882056466,"Zfp622","15"
