"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLUT","baseMean_WTUT","mgi_symbol","chromosome_name"
"ENSMUSG00000031286",0.182771312105472,0,7.23739583839813,0,1,NA,0,0,"Glt28d2","3"
"ENSMUSG00000031289",0.444742174214165,-0.559839929268068,5.61521346199411,-0.0997005604608404,0.920582055577431,NA,0.374370551249996,0.215246761650867,"Il13ra2","X"
"ENSMUSG00000031290",0.977816027428533,3.24116845418405,2.66208377577018,1.21753059903095,0.22340240157987,NA,4.64322568650971,0.453853877660591,"Lrch2","X"
"ENSMUSG00000031293",1.24080984190162,0,3.08412997479089,0,1,NA,0,0,"Rs1","X"
"ENSMUSG00000031298",0.941502424174562,0,3.06882805427214,0,1,NA,0,0,"Gpr64","X"
"ENSMUSG00000031325",0.121427824433264,0,7.23919570392633,0,1,NA,0,0,"4930519F16Rik","X"
"ENSMUSG00000031329",0.423704962641244,-0.169141000975822,4.77371099791042,-0.0354317638939306,0.971735456681935,NA,0.374370551249996,0.215246761650867,"Tsx","X"
"ENSMUSG00000031330",0.0243060005025288,0,7.23925710748647,0,1,NA,0,0,"Zcchc13","X"
"ENSMUSG00000031340",0.123718556619103,-0.296923186862587,7.23925710748647,-0.0410156984969527,0.967283380802533,NA,0.226338210342078,0.215246761650867,"Gabre","X"
"ENSMUSG00000031343",0.0226338210342078,0.941135792515827,7.23925710748647,0.130004471251968,0.896562889167723,NA,0.226338210342078,0,"Gabra3","X"
"ENSMUSG00000031351",0.0471116959736726,0.961449209430328,7.23925710748647,0.132810479743294,0.894343266148177,NA,0.226338210342078,0,"Zfp185","X"
"ENSMUSG00000031354",0.27764609044762,0,7.23764446659545,0,1,NA,0,0,"Amelx","X"
"ENSMUSG00000031364",0.411745568419055,-0.941592457690499,4.18623984088582,-0.224925587992889,0.822037162941183,NA,0.452676420684156,0.944410260593183,"Grpr","X"
"ENSMUSG00000031372",0.0229401037628995,0,7.23921873697237,0,1,NA,0,0,"Trex2","X"
"ENSMUSG00000031374",0.396842097348319,-1.2424634060325,4.19330345532463,-0.296297041048824,0.767003245459198,NA,0,0.215246761650867,"Zfp92","X"
"ENSMUSG00000031376",0.498291618255244,-4.12157350163072,5.50932615758022,-0.748108458955527,0.454394740167761,NA,0,2.41443508687725,"Atp2b3","X"
"ENSMUSG00000031390",0.500186053374319,0.239668883385492,3.77122854616158,0.0635519381686458,0.949327002116299,NA,0.226338210342078,0.215246761650867,"Avpr2","X"
"ENSMUSG00000031394",0.093103010543696,0,7.23787693072592,0,1,NA,0,0,"Opn1mw","X"
"ENSMUSG00000031397",0.0425510881965682,0,7.23874310437337,0,1,NA,0,0,"Tktl1","X"
"ENSMUSG00000031410",1.01869350426767,0.742167765178454,2.23633022444849,0.331868593048007,0.739988486732603,NA,0.481791790601194,0.453853877660591,"Nxf7","X"
"ENSMUSG00000031411",0.0711946743519044,0,7.23920430510853,0,1,NA,0,0,"Prame","X"
"ENSMUSG00000031428",0.378090165498512,1.56807408287903,4.25064080722011,0.368902985219432,0.712200038168789,NA,0.73724537086031,0,"Zcchc18","X"
"ENSMUSG00000031445",0.387331045084403,1.1216123740253,5.74544013386557,0.19521783325426,0.845222418721591,NA,0.600708761592074,0,"Proz","8"
"ENSMUSG00000031448",0.0525008185982662,-0.231931124103338,7.23925710748647,-0.0320379730488487,0.974441768316288,NA,0.226338210342078,0.298669975640584,"Adprhl1","8"
"ENSMUSG00000031461",0.162242709067313,0,7.23923929563357,0,1,NA,0,0,"Myom2","8"
"ENSMUSG00000031489",0.0758226812799181,0.54689180541457,7.23824306125737,0.0755558774119929,0.939772440795994,NA,0.226338210342078,0,"Adrb3","8"
"ENSMUSG00000031495",0.399471746679477,-0.515182133044003,7.15354374522227,-0.0720177511164427,0.942587781183863,NA,0.600708761592074,0.715821348029174,"Cd209d","8"
"ENSMUSG00000031509",0.0540548852637582,0,7.23925663460044,0,1,NA,0,0,"1700016D06Rik","8"
"ENSMUSG00000031512",0.654054011029318,-2.79250781164645,2.71305602069313,-1.02928497987042,0.303345779308421,NA,0.255453580259116,1.28980094495148,"1700018L24Rik","8"
"ENSMUSG00000031517",0.316436231700409,1.02911092054978,7.12577608878441,0.144420889419968,0.885168122354331,NA,1.72994432197974,0.645740284952599,"Gpm6a","8"
"ENSMUSG00000031554",0.12937099870102,0.642252375390681,7.21424275555106,0.0890256118560044,0.929061555613805,NA,0.481791790601194,0.298669975640584,"Adam5","8"
"ENSMUSG00000031561",0.849604540896334,1.38773728495641,2.70406043729497,0.513204980856361,0.607807942168496,NA,0.905352841368312,0.215246761650867,"Odz3","8"
"ENSMUSG00000031576",0.186592551343398,-2.48239195411558,7.19833313304217,-0.344856497780128,0.730202256331202,NA,0,0.537277091650308,"Kcnu1","8"
"ENSMUSG00000031594",0.0226338210342078,0.941135792515827,7.23925710748647,0.130004471251968,0.896562889167723,NA,0.226338210342078,0,"Fgl1","8"
"ENSMUSG00000031610",0.175773319015062,-1.53625168366966,7.22731459223203,-0.212561894748686,0.831668695759332,NA,0,0.298669975640584,"Scrg1","8"
"ENSMUSG00000031616",0.167839602780605,0.533684799131862,7.21043728993641,0.0740155940162914,0.940997977064731,NA,0.481791790601194,0.298669975640584,"Ednra","8"
"ENSMUSG00000031620",0.0688203112886984,0,7.23835915595558,0,1,NA,0,0,"1700007B14Rik","8"
"ENSMUSG00000031640",0.107111314012843,0,7.23882556947601,0,1,NA,0,0,"Klkb1","8"
"ENSMUSG00000031645",0.269090849154925,0,7.23790474715114,0,1,NA,0,0,"F11","8"
"ENSMUSG00000031661",0.108109770527516,0,7.23905051566951,0,1,NA,0,0,"Nkd1","8"
"ENSMUSG00000031682",0.225665514794577,1.17518565019854,7.22956315126775,0.162552788544694,0.870870561738968,NA,0.510907160518232,0,"1700011L22Rik","8"
"ENSMUSG00000031698",1.06454471665346,-0.353898955633045,2.0903204221996,-0.169303687546929,0.86555777561124,NA,0.510907160518232,0.47721423201945,"Mylk3","8"
"ENSMUSG00000031710",1.00304804961995,-1.96231704627813,2.23489353333232,-0.87803603035722,0.379924166032124,NA,0,0.752523853301175,"Ucp1","8"
"ENSMUSG00000031734",1.004548008312,1.58396396121132,2.16470396549684,0.731723130025206,0.464337575758545,NA,0.963583581202388,0.238607116009725,"Irx3","8"
"ENSMUSG00000031737",1.24346692339211,2.48109995696345,2.29106128267768,1.0829478790998,0.278831558312963,NA,2.92523793852621,0.238607116009725,"Irx5","8"
"ENSMUSG00000031748",0.375135668402195,-2.62528458554521,5.94030518617976,-0.441944395660511,0.658529443458668,NA,0,0.453853877660591,"Gnao1","8"
"ENSMUSG00000031757",0.0729294583813209,0,7.23795342578592,0,1,NA,0,0,"Mt4","8"
"ENSMUSG00000031766",0.387671578763898,-0.196759852950435,3.63937782660788,-0.0540641456657518,0.956884058062709,NA,0.600708761592074,0.835947067290892,"Slc12a3","8"
"ENSMUSG00000031772",0.0229401037628995,0,7.23921873697237,0,1,NA,0,0,"Cntnap4","8"
"ENSMUSG00000031775",0.0866021934513863,0,7.23835381886863,0,1,NA,0,0,"Pllp","8"
"ENSMUSG00000031786",0.13259725499934,-1.13846025847952,7.23705316809311,-0.15730992049344,0.875000602179726,NA,0,0.215246761650867,"Ccdc135","8"
"ENSMUSG00000031809",0.0717734583587293,0,7.23877600081035,0,1,NA,0,0,"1700018B08Rik","8"
"ENSMUSG00000031825",0.982764225962362,1.54986289459528,1.92705662523616,0.804264324306167,0.421244336695914,NA,3.40457423780467,0.931068109680041,"Crispld2","8"
"ENSMUSG00000031831",0.277343555451315,0,7.23883360005434,0,1,NA,0,0,"Lrrc50","8"
"ENSMUSG00000031837",0.253731605673234,0.581861492816797,7.22143232075994,0.0805742499509523,0.935780545167083,NA,0.766360740777348,0.238607116009725,"Necab2","8"
"ENSMUSG00000031845",0.508826143399978,-4.44150265953454,4.00236899727251,-1.10971843489725,0.267120376445008,NA,0,1.82707803660179,"Bcmo1","8"
"ENSMUSG00000031853",0.464470722975837,1.12153612484902,3.27095228291113,0.34287755608922,0.731690577034557,NA,1.5934077127115,0.692460993670316,"BC021891","8"
"ENSMUSG00000031870",0.14604211693272,-1.41957287574995,7.23904918757861,-0.196099354896742,0.844532401175135,NA,0,0.238607116009725,"Pgr","9"
"ENSMUSG00000031872",0.986981201014573,1.15264776651341,2.0162814854671,0.571670064334485,0.567545518745208,NA,1.50360611163766,0.597339951281167,"Bean1","8"
"ENSMUSG00000031876",0.0523384301043338,0,7.23925710748647,0,1,NA,0,0,"Cmtm1","8"
"ENSMUSG00000031877",0.0752646275200101,0,7.23852538650098,0,1,NA,0,0,"Ces2g","8"
"ENSMUSG00000031886",0.117129714259686,2.6137882357434,7.17851617655218,0.364112606485591,0.715773923433064,NA,0.905352841368312,0,"Ces2e","8"
