"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLi8","baseMean_FL8","mgi_symbol","chromosome_name"
"ENSMUSG00000050014",83.2208767822551,7.61573151876893,0.59004412086767,12.907054319209,4.1071419921634e-38,2.01289704151415e-35,430.747513530961,2.61207248272184,"Apol10b","15"
"ENSMUSG00000028793",24653.3381493505,2.65551326026089,0.210505920111292,12.6149101120622,1.74756925504052e-36,8.29713115369708e-34,31920.4706687753,5199.73584767504,"Rnf19b","4"
"ENSMUSG00000049939",422.784448123403,6.29372555444707,0.49956613447199,12.5983831171805,2.15517253431355e-36,9.690085839832e-34,1300.89548764269,14.4711309493979,"Lrrc4","6"
"ENSMUSG00000069844",3931.19774968929,2.7404528756248,0.217532581972259,12.5978961440097,2.1685178605561e-36,9.690085839832e-34,6978.98827410455,1098.41755028617,"Sco1","11"
"ENSMUSG00000029860",11675.433005329,3.51472312164164,0.280309681414217,12.5387146955081,4.58369489404213e-36,1.98971647214806e-33,22234.1377190688,1850.98474691297,"Zyx","6"
"ENSMUSG00000026107",3223.80310452082,3.14854623148846,0.253002923302671,12.444702971759,1.49439263621049e-35,6.3067520338739e-33,9648.33999712459,1090.13661857229,"Obfc2a","1"
"ENSMUSG00000059089",23307.7124133066,3.59654982197748,0.289716846430145,12.4140168799078,2.1936486506207e-35,9.00759566185953e-33,40244.7330903009,3559.54172273848,"Fcgr4","1"
"ENSMUSG00000079018",540.357633197859,5.34318264803404,0.435031918357517,12.2822772825669,1.12778366376076e-34,4.50905715882034e-32,1552.34411880001,43.7958585130938,"Ly6c1","15"
"ENSMUSG00000073902",5356.96459506693,3.54675952858026,0.291027555080934,12.1870230727599,3.64494478035227e-34,1.41993964225364e-31,9094.67201304673,808.373270472702,"Gm1966","7"
"ENSMUSG00000038679",3730.03886120236,2.27379324348464,0.186829834505506,12.1703969256454,4.46903992870317e-34,1.69745309091968e-31,5613.75423468167,1186.38241083671,"Trps1","15"
"ENSMUSG00000030214",413.19414953046,3.51166619802507,0.29277413612355,11.9944549901879,3.79909535138168e-33,1.40779647984248e-30,687.629902605941,62.6192423646,"Plbd1","6"
"ENSMUSG00000029499",356.867291426912,6.72946027068716,0.56278437291431,11.9574398198718,5.93640558777593e-33,2.14742404988285e-30,1768.96650575953,17.5285513241942,"Pxmp2","5"
"ENSMUSG00000073555",6402.85715668581,4.1015411649464,0.349445613335294,11.737280447733,8.20836506721658e-32,2.90022535967957e-29,14126.0104320333,798.299553342078,"Gm4951","18"
