"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FL2","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000062232",24752.4536214771,3.72949279727587,0.199476155841479,18.6964340752569,5.29280807190922e-78,4.60062639406064e-75,35497.1052087097,2678.89801521662,"Rapgef2","3"
"ENSMUSG00000038179",67839.1999535677,5.44823005214035,0.29188184933117,18.665874786749,9.38261314972375e-78,7.72633501792515e-75,5588.75748059682,120.883329256211,"Slamf7","1"
"ENSMUSG00000042677",4467.25427410981,3.56417174053072,0.198850682352796,17.9238597442037,7.680922574746e-72,6.00878573022379e-69,6084.30883708509,617.017991048966,"Zc3h12a","4"
"ENSMUSG00000032000",16967.4445813633,2.97299638415003,0.166244474906327,17.8832793440216,1.59192069928976e-71,1.18605672671846e-68,21481.4351775456,2878.3776167115,"Birc3","9"
"ENSMUSG00000024789",19837.5562320146,2.46372470421004,0.139294961227695,17.687105710757,5.27144030070258e-70,3.74895249749057e-67,12220.460013244,2565.34146036082,"Jak2","19"
"ENSMUSG00000035356",31597.9418928033,4.42294590127964,0.250251696210096,17.6739897002193,6.65214286373805e-70,4.5251924889585e-67,43338.6104046683,2191.68744853147,"Nfkbiz","16"
"ENSMUSG00000086320",9411.31857808809,4.56042668632539,0.258426157357391,17.6469237207228,1.07452038230128e-69,7.00497745895244e-67,7077.24377705347,309.303564772133,"Gm12840","4"
"ENSMUSG00000026875",15772.5149214521,3.96788541842704,0.229743465571804,17.2709391692663,7.78648751087629e-67,4.69624875547295e-64,10774.8159581796,632.798529619712,"Traf1","2"
"ENSMUSG00000072620",74415.0318552267,2.69306661007683,0.155931700037269,17.2708090108244,7.80406926002152e-67,4.69624875547295e-64,74968.355914359,11191.0801193791,"Slfn2","11"
"ENSMUSG00000069662",27592.638604551,3.0119962836659,0.175265759183766,17.1853093136568,3.42117473010252e-66,1.98250740100682e-63,24131.1118997175,3409.88530209891,"Marcks","10"
"ENSMUSG00000074147",1599.0875818075,6.20201909764715,0.364945472891102,16.9943719222346,9.03933783372819e-65,5.05105284808969e-62,606.280759434452,8.84619236868805,"Bcl2a1a","9"
"ENSMUSG00000050395",7124.94289329159,4.48457157362132,0.264313500699589,16.966865338893,1.44439199366568e-64,7.7927438389287e-62,2109.78276306866,76.2781184977222,"Tnfsf15","4"
"ENSMUSG00000044162",54167.5243632392,5.11177324352392,0.305335675632537,16.7414869976602,6.53354420820667e-63,3.40746108938672e-60,61356.256096649,1687.75643690802,"Tnip3","6"
"ENSMUSG00000022876",6641.99512765534,2.83715703065864,0.169772051163633,16.7115671349466,1.07960588963418e-62,5.44887540297303e-60,7391.06319514088,1064.28611689932,"Samsn1","16"
"ENSMUSG00000037253",3817.12297532449,1.64024643946463,0.0982088256430594,16.7016195206948,1.27555074437788e-62,6.2366459207926e-60,5336.93535556337,1770.24817701457,"Mex3c","18"
"ENSMUSG00000022534",1682.65837261851,5.43141115364111,0.326730744176954,16.6235080427556,4.70944562437539e-62,2.2328480678478e-59,629.722907385366,15.3145358032533,"Mefv","16"
"ENSMUSG00000034343",5223.11261080902,1.71792875806796,0.103778449392927,16.5538102382269,1.50282966133314e-61,6.91566849447598e-59,6282.92145466444,1965.77636935568,"Ube2f","1"
"ENSMUSG00000031504",5322.86463787155,2.4492684536269,0.151474971374368,16.1694597556555,8.28214154049764e-59,3.70235390121789e-56,3880.38119014065,714.209484278741,"Rab20","8"
"ENSMUSG00000031488",8475.1930752628,3.92848853160451,0.245741935131868,15.98623584329,1.59374599544924e-57,6.9265971791108e-55,6411.26871776328,448.257911530644,"Rab11fip1","8"
"ENSMUSG00000038151",2067.00628781997,5.69590302402547,0.356798775164846,15.9639085683349,2.27995096171698e-57,9.64111155324969e-55,1643.43730971161,39.7759187570386,"Prdm1","10"
"ENSMUSG00000023947",8224.99980257642,2.84972997965046,0.18291074120943,15.5798941101417,9.97197958319977e-55,4.10583138312483e-52,8989.0078817493,1258.61122101374,"Nfkbie","17"
"ENSMUSG00000029174",5537.92216663965,1.85076441886888,0.119950628306579,15.4293849477683,1.03855211293783e-53,4.16645804077571e-51,7316.38033700918,2133.41210290987,"Tbc1d1","5"
"ENSMUSG00000043953",26530.9259499124,3.58788451334466,0.23365829884215,15.3552624970898,3.2658499055983e-53,1.27743719057477e-50,38923.0676778504,3515.88386510265,"Ccrl2","9"
"ENSMUSG00000024014",20166.3751248229,3.36082131398112,0.219411744277147,15.3174176024778,5.84957682914151e-53,2.23225558704264e-50,10595.1041464536,1071.74402844422,"Pim1","17"
"ENSMUSG00000025981",1396.26252303089,2.26530123440734,0.148290250630772,15.2761305936943,1.10298346740148e-52,4.10887603118178e-50,2084.58817601484,451.144292807025,"Coq10b","1"
"ENSMUSG00000074141",881.419327897658,4.49905505465481,0.295160618830722,15.2427348623871,1.84004272492289e-52,6.69518801724267e-50,1462.17436214382,84.3144410139344,"Il4i1","7"
"ENSMUSG00000041135",6823.25230771539,3.89328169963918,0.25584027597735,15.2176262504652,2.70156754328749e-52,9.60652858688093e-50,12547.5734944223,867.060826370998,"Ripk2","4"
"ENSMUSG00000021280",630.445994427048,3.96643455088413,0.261977373836404,15.1403706846876,8.77178819856776e-52,3.04985329232869e-49,578.5440542544,37.4326786540366,"1200009I06Rik","12"
"ENSMUSG00000071286",5098.56444765045,4.01442643529587,0.265189278890088,15.1379665576892,9.09836397551827e-52,3.09463049480345e-49,3662.38270095811,239.721521766189,"Sowahc","10"
"ENSMUSG00000031652",8128.89835384001,2.4066327852731,0.159065073406527,15.1298631040291,1.02909252698773e-51,3.4257833355851e-49,7128.25154987144,1498.29055384577,"N4bp1","8"
"ENSMUSG00000020901",16495.1608318433,2.18342637622582,0.14505806751951,15.0520850964194,3.34522154856127e-51,1.09040284059978e-48,9910.64107896873,2504.10187322862,"Pik3r5","11"
"ENSMUSG00000048216",3373.21551869954,3.77162246825526,0.252817662721262,14.9183503543958,2.50387313571858e-50,7.99502022070467e-48,3442.27139504913,274.868269372345,"Gpr85","6"
"ENSMUSG00000060477",10388.0928147588,2.52920433378066,0.1702144995299,14.8589241267098,6.08952751385398e-50,1.90553494963519e-47,6016.8337484772,984.384976872518,"Irak2","6"
"ENSMUSG00000023030",9048.68724838277,2.40517655042254,0.161883069383365,14.8574928779408,6.22100681501666e-50,1.90850730642648e-47,11306.3055020938,2335.70422726431,"Slc11a2","15"
"ENSMUSG00000000732",2785.52619752816,3.81638685365911,0.25802471384726,14.7907802967985,1.67994877589837e-49,5.05470741302036e-47,1013.68931487075,75.5154261722598,"Icosl","10"
"ENSMUSG00000021366",6766.36574763527,2.59043816970225,0.175557244112204,14.7555185364303,2.83504001391256e-49,8.36925208635394e-47,9558.23717904775,1776.82432579867,"Hivep1","13"
"ENSMUSG00000012296",1031.99481064379,1.43043378211591,0.0976922591470655,14.6422428409864,1.51003616823212e-48,4.37518997928883e-46,1379.58414776189,540.795814339984,"Tjap1","17"
"ENSMUSG00000020400",13413.3286795707,2.64148721040369,0.180818401077031,14.6085088390887,2.47884201210973e-48,7.05162947663069e-46,13996.2609433613,2451.27944134508,"Tnip1","11"
"ENSMUSG00000047945",50592.6916588982,4.1448264234135,0.284005383375861,14.594182596631,3.0585657690049e-48,8.54541428961619e-46,46206.4891219979,2475.19934182509,"Marcksl1","4"
"ENSMUSG00000035164",13190.2805995218,3.84460411514042,0.263927224411576,14.5669099643356,4.56057752196228e-48,1.25183852471266e-45,23594.646160182,1915.41925164578,"Zc3h12c","9"
"ENSMUSG00000053113",37602.9729842894,5.67647051354058,0.390056496608186,14.5529444142104,5.59423717732636e-48,1.50909370476635e-45,32800.9538614774,765.747765644148,"Socs3","11"
"ENSMUSG00000019850",59274.2484489517,3.98303526573728,0.273742616577524,14.550292955972,5.81534742459298e-48,1.54215128483359e-45,55386.8995901352,3763.18440247031,"Tnfaip3","10"
"ENSMUSG00000032369",3640.0362147044,3.02120137546955,0.207781030687562,14.5403137402494,6.72835705312069e-48,1.75453124088544e-45,6344.82364013625,753.216110700634,"Plscr1","9"
"ENSMUSG00000025730",573.402926176854,-2.2383625087628,0.154003685960883,-14.534473605595,7.32746300321946e-48,1.87943419915363e-45,366.070464775555,1624.64875986793,"Rab40c","17"
"ENSMUSG00000027398",77218.9692340532,7.3211005711389,0.50396970633911,14.5268663553612,8.18813759547353e-48,2.06631614223837e-45,48390.4893901926,330.856308744357,"Il1b","2"
"ENSMUSG00000017144",5038.18233345103,4.58726481471246,0.316960218717542,14.4726831438755,1.80299261015972e-47,4.47771783786651e-45,5901.32274708126,269.028665785235,"Rnd3","2"
"ENSMUSG00000034855",122324.352465363,6.87986724447936,0.475741209806631,14.461364924169,2.12540812925168e-47,5.19595868597997e-45,71898.664876786,395.577699453828,"Cxcl10","5"
"ENSMUSG00000015396",17864.0327998486,3.66936560555067,0.254247010754772,14.4322861246533,3.24155827298996e-47,7.80268011372322e-45,33607.3620714703,3087.27450753658,"Cd83","13"
"ENSMUSG00000015501",4706.03049452073,2.88143716917975,0.201948324091684,14.2681905489426,3.45425359134495e-46,8.18867449851258e-44,8441.94612067796,1228.27321505443,"Hivep2","10"
"ENSMUSG00000064289",13012.8980466295,2.06977769266167,0.145573761145227,14.2180683962464,7.07797523635791e-46,1.65286567982173e-43,12577.500975487,2932.18747491169,"Tank","2"
"ENSMUSG00000035274",247.54601758434,5.75791757578515,0.407465627482068,14.1310510321231,2.4446818020627e-45,5.62492521692251e-43,341.075464749753,7.94650259160086,"Tpbg","9"
"ENSMUSG00000004296",8983.48067721578,7.73251008653556,0.550462689073863,14.0472919237184,8.00365182490271e-45,1.81485705003519e-42,4253.18453317063,20.2141367547353,"Il12b","11"
"ENSMUSG00000029178",2873.00663450077,1.95946426150189,0.139674614192936,14.0287787643017,1.03925793862971e-44,2.32288995825721e-42,4904.71134710023,1440.37827458966,"Klf3","5"
"ENSMUSG00000053175",2341.81809818702,3.5805709403445,0.255470163060323,14.0156130072185,1.25113278512709e-44,2.75707374029556e-42,3767.31867572732,357.236176149922,"Bcl3","7"
"ENSMUSG00000021929",13314.1061800776,2.400540264457,0.171823437796939,13.9709709876365,2.34408855053999e-44,5.0938346474651e-42,11786.7750048756,2329.42102845997,"Kpna3","14"
"ENSMUSG00000017009",93761.8118236401,3.07705536395364,0.220468895918281,13.9568683878844,2.85714835148892e-44,6.12369083662954e-42,109191.470193212,12937.0905572688,"Sdc4","2"
"ENSMUSG00000043336",3534.57732266456,2.82800664826783,0.202834195749687,13.9424550077237,3.49701137370098e-44,7.39381620985479e-42,3297.85500097833,513.810696039674,"Filip1l","16"
"ENSMUSG00000028126",2433.58211030676,1.58055335952491,0.11426894012752,13.83187205343,1.63703989877336e-43,3.41508350082773e-41,3478.56598561196,1214.45492195169,"Pip5k1a","3"
"ENSMUSG00000002983",4360.92047578662,2.37780841210027,0.172432314716083,13.7898074152483,2.9354251246656e-43,6.04311335533132e-41,6514.94754487908,1354.83299849872,"Relb","7"
"ENSMUSG00000035671",5648.3358229113,2.61202341138906,0.189610657496909,13.7757204466824,3.56805716129651e-43,7.25010679813574e-41,6802.46021336434,1174.98839691095,"Zswim4","8"
"ENSMUSG00000000555",17073.5208696327,3.13451667088824,0.227756415849838,13.7625834126001,4.27956485860662e-43,8.58436817663579e-41,16566.9320405223,1961.84827292298,"Itga5","15"
"ENSMUSG00000030291",2489.07551638389,2.57762304030672,0.189933466099268,13.5711893919713,5.93510620696711e-42,1.17545154068617e-39,5341.18165468556,736.564480100117,"Med21","6"
"ENSMUSG00000055994",2487.37135991153,2.86394799438116,0.212027265161342,13.5074514695166,1.41329745629055e-41,2.76405650014025e-39,2138.55934852935,323.281219407188,"Nod2","8"
"ENSMUSG00000024927",5507.63109118934,1.61782843248919,0.12070608154686,13.4030399442726,5.80363718791764e-41,1.12103342521184e-38,6580.00091865789,2408.34429841734,"Rela","19"
"ENSMUSG00000028271",3413.50745697004,1.41631192882477,0.105844162132501,13.381105771821,7.79785682920701e-41,1.48786912133869e-38,4791.66989307801,1813.49309795004,"Gtf2b","3"
"ENSMUSG00000028793",24653.3381493505,2.86320928188628,0.214217969378795,13.3658688399915,9.57108701947616e-41,1.80420756032198e-38,12314.2900802548,1692.83788092033,"Rnf19b","4"
"ENSMUSG00000028163",18427.6004317326,1.97766339563273,0.148590753029019,13.3094647904941,2.03937377064777e-40,3.79857643042321e-38,21372.5446249716,6150.15574392994,"Nfkb1","3"
"ENSMUSG00000026896",28201.7035662652,2.39955484963516,0.180707492241918,13.2786683045925,3.07819804356627e-40,5.66605724583976e-38,25340.8217557006,4227.54678087544,"Ifih1","2"
"ENSMUSG00000018920",12046.4338475542,2.86606373911711,0.216456527118844,13.2408284345406,5.09833336982484e-40,9.27540975631156e-38,7664.47936429251,1091.16354967667,"Cxcl16","11"
"ENSMUSG00000045672",97.7994029409431,4.79837865937941,0.362635767845786,13.2319508576991,5.73784675714026e-40,1.03188908462318e-37,278.987694788741,13.5513172103468,"Col27a1","4"
"ENSMUSG00000028300",8136.30114066597,1.74035786598732,0.132463910682797,13.1383548697641,1.98495358897095e-39,3.52915725602721e-37,8804.09056312478,2621.59499753957,"3110043O21Rik","4"
"ENSMUSG00000039942",3566.83214653832,3.78816567590837,0.28911528429092,13.1026129773774,3.18114062973879e-39,5.5923737407745e-37,3406.57704800558,292.503411345013,"Ptger4","15"
"ENSMUSG00000042608",4615.42442247943,2.52479788719091,0.19380039221438,13.0278265092364,8.49944087131049e-39,1.47758057636138e-36,5282.79218344864,976.845737680585,"Stk40","4"
"ENSMUSG00000027962",964.975814931313,3.53951697611169,0.272334176132223,12.9969621381387,1.27300386312455e-38,2.18872730136778e-36,508.310573898857,56.1522198941129,"Vcam1","3"
"ENSMUSG00000024404",12564.9084338011,1.00399737582714,0.0773612334075606,12.9780425104885,1.62993157730292e-38,2.77194668026972e-36,10689.1602378368,5357.61667156278,"Riok3","18"
"ENSMUSG00000054203",22209.4287731561,4.0146040598808,0.309776107916646,12.9596955907298,2.07067612222349e-38,3.48363425895793e-36,932.886794762336,46.7752444817222,"Ifi205","1"
"ENSMUSG00000027555",10337.8956140155,1.55896195594265,0.120493694420177,12.9381206497524,2.7425659629696e-38,4.56491351666195e-36,7642.30474413418,2596.54726560658,"Car13","3"
"ENSMUSG00000032841",1240.07324968383,2.99168292136986,0.231366152211881,12.9305124918624,3.02793743125158e-38,4.98685358414339e-36,1975.96840398472,285.174182512566,"Prr5l","2"
"ENSMUSG00000048832",2402.52812901334,1.27563609353293,0.0988078095073976,12.9102760185917,3.93886614678564e-38,6.41953122214668e-36,2583.95704338811,1088.88053765014,"Vps37c","19"
"ENSMUSG00000044701",11318.9245728553,6.35346736887684,0.494006814635345,12.8610925611759,7.4515917570417e-38,1.20193406835747e-35,2673.2771716702,26.2379223242203,"Il27","7"
"ENSMUSG00000018930",52899.6770170114,3.45066346935887,0.26839972205256,12.8564345855885,7.91438082077495e-38,1.26355512573311e-35,43669.1590282971,2809.52368528109,"Ccl4","11"
"ENSMUSG00000004267",415.746608540057,3.9322499553119,0.306414469227658,12.8331079313045,1.06984799226646e-37,1.69079208959606e-35,741.434305583917,56.0259660924921,"Eno2","6"
"ENSMUSG00000019920",17097.8737650909,1.41796758951099,0.110556130784792,12.825770759572,1.17611134828787e-37,1.8401438155312e-35,19370.725351964,7507.15024853401,"Lims1","10"
"ENSMUSG00000020300",18351.187568982,2.27453210980785,0.178917918973835,12.7127127503672,5.02601364174439e-37,7.78584251868641e-35,19135.8024068811,4279.77977465247,"Cpeb4","11"
"ENSMUSG00000045664",2237.36729206328,3.48317662276719,0.274018761220803,12.7114530671148,5.10764406849268e-37,7.834725401533e-35,667.948292830657,60.306929081288,"Cdc42ep2","19"
"ENSMUSG00000091875",697.049225172045,8.32341549127286,0.658558344679304,12.6388429491788,1.28937360100175e-36,1.95859605449256e-34,537.310010534855,1.96777826396149,"Mir155","16"
"ENSMUSG00000028412",8447.47815648335,1.9432497694769,0.153777448274439,12.6367669075174,1.32386489094479e-36,1.99165289266559e-34,12514.0756790326,3693.89399434088,"Slc44a1","4"
"ENSMUSG00000021895",9036.54108788303,2.61146426324851,0.207638449811474,12.5769782312457,2.82635613958216e-36,4.21153982475262e-34,6175.93434478926,1017.09322864814,"Arhgef3","14"
"ENSMUSG00000030203",4652.16606870332,3.17718689587853,0.25278181941006,12.5688900542508,3.1308853477903e-36,4.62130491995537e-34,5100.18895854679,657.174884683002,"Dusp16","6"
"ENSMUSG00000079511",103.49837547289,-2.91834929426816,0.23295933725976,-12.5272905074162,5.2940580696005e-36,7.74119930438967e-34,39.5412635683083,305.367031213709,"Ccdc142","6"
"ENSMUSG00000020806",9370.50478803534,2.22921642243909,0.178253358037246,12.5058873896406,6.93213548459129e-36,1.00426103511033e-33,8336.83849817366,1819.15232918304,"Rhbdf2","11"
"ENSMUSG00000025287",3719.96887952765,1.07911105018097,0.0865575783130152,12.4669736747789,1.13038010298405e-35,1.62256211846683e-33,3750.71910039044,1704.72614193189,"Acot9","X"
"ENSMUSG00000024772",31836.4748044975,3.02772210785241,0.244040944863938,12.4066152486849,2.40611086666187e-35,3.42236460179923e-33,29858.0533097042,3703.23396603697,"Ehd1","19"
"ENSMUSG00000006818",33635.0180377956,2.57442704625429,0.20778843141662,12.3896553273099,2.97318506621004e-35,4.19085167080381e-33,22119.2058413249,3934.84414209425,"Sod2","17"
"ENSMUSG00000025225",12417.4836281342,2.10667478936717,0.170301888412918,12.3702374001824,3.78700456927862e-35,5.29031013311904e-33,12004.7810571678,3141.42570742075,"Nfkb2","19"
"ENSMUSG00000013846",8926.98617356997,2.58167462556133,0.210273047537038,12.2777248715463,1.19306295937727e-34,1.65191708516962e-32,11563.4060465229,2134.16229714592,"St3gal1","15"
"ENSMUSG00000026470",3648.26984110333,1.61482613711142,0.132296483060302,12.2061153838486,2.88330011079573e-34,3.95720294153597e-32,4665.99033841524,1616.35186653866,"Stx6","1"
"ENSMUSG00000024235",4029.81912637317,2.55675886833379,0.209749837307662,12.1895630583185,3.53310627176702e-34,4.80686788939711e-32,6233.47747231944,1176.07055394092,"Map3k8","18"
"ENSMUSG00000020178",1157.91760259492,6.87060829302326,0.56452683513963,12.1705610173941,4.46006447744953e-34,6.01570420811856e-32,174.043363887092,2.43195041628533,"Adora2a","10"
"ENSMUSG00000037242",71283.96772657,2.27142799649234,0.186803659326356,12.1594405842127,5.11074649313295e-34,6.83442219073147e-32,38352.275716892,7375.21683037695,"Clic4","4"
"ENSMUSG00000051413",7252.1862366464,2.25225068520867,0.185503712509341,12.1412701381664,6.38274793631927e-34,8.4630910348857e-32,5117.59347970659,1210.23826958338,"Plagl2","2"
"ENSMUSG00000054604",8651.71936254345,0.981810386469713,0.0808884756173033,12.1378277804964,6.65698864356271e-34,8.752541539259e-32,9189.2423598971,5028.11754025189,"Cggbp1","16"
"ENSMUSG00000090605",147.882527779572,3.73612730164924,0.309817057334884,12.0591401060621,1.73585775206872e-33,2.26326919907227e-31,299.585077509527,29.6280548533677,"E230013L22Rik","8"
"ENSMUSG00000039158",9302.05866995466,1.95615771042805,0.162678546956971,12.0246814777947,2.63602681287118e-33,3.40853516646136e-31,12555.2766388706,3600.21746302007,"Akna","4"
"ENSMUSG00000040663",154.676163077011,5.11995661048002,0.426096946895318,12.0159429627124,2.93007996873714e-33,3.75770747466077e-31,221.625096655593,7.02353011195519,"Clcf1","19"
"ENSMUSG00000042622",2157.68702787418,4.1882608054755,0.349272222447328,11.9913939222782,3.94214872723669e-33,5.01454138100368e-31,4095.9398444428,276.414252344751,"Maff","15"
"ENSMUSG00000030595",3805.29768951911,2.60352135891423,0.218013304356417,11.9420297151127,7.14578456936663e-33,9.01636656228309e-31,3271.05110965545,538.09113729023,"Nfkbib","7"
"ENSMUSG00000025340",3136.04609990329,1.82101541763044,0.152651266291343,11.9292519601831,8.33188176268758e-33,1.04288497647208e-30,2721.38100116462,799.739525991425,"Rabgef1","5"
"ENSMUSG00000034826",2177.56090814442,2.22149261416628,0.186603982515471,11.904851033831,1.11662532058978e-32,1.38656506078951e-30,3584.4159603873,771.837208592151,"Nup54","5"
"ENSMUSG00000017418",2919.59604185725,2.34444120315523,0.197120135718861,11.893463824005,1.27986313334479e-32,1.57675106963091e-30,4189.2841107752,869.511152448084,"Arl5b","2"
"ENSMUSG00000030142",95900.8654007293,4.23252182628872,0.356458141313574,11.873825663489,1.61891470516767e-32,1.97887027164479e-30,70450.1710572994,3464.78089388402,"Clec4e","6"
"ENSMUSG00000070462",2735.09588659692,2.45504300827266,0.207300998422513,11.8428904199915,2.34238599235208e-32,2.84100552219695e-30,2875.73638505795,581.842106686508,"Mesdc1","7"
"ENSMUSG00000016496",49134.0593323106,4.22800702426558,0.35790580368079,11.8131837505392,3.33682086243021e-32,4.0159922471987e-30,5622.64616810767,250.618156415698,"Cd274","19"
"ENSMUSG00000024737",18514.7090137207,2.5032367385402,0.212180779884466,11.7976601834682,4.01315414281121e-32,4.79311524568123e-30,9361.96813919352,1808.37582480369,"Slc15a3","19"
"ENSMUSG00000042688",16344.4807284488,1.78392651302418,0.151293782744255,11.7911422443558,4.33619678172738e-32,5.13970718537171e-30,24905.7664431114,7994.72868930819,"Mapk6","9"
"ENSMUSG00000032487",95490.1954450678,4.13357591723532,0.351726140320025,11.7522567798751,6.87576500905e-32,8.0885879196689e-30,4277.06682746594,288.551299886113,"Ptgs2","1"
"ENSMUSG00000021067",5095.02114018106,1.24190294519838,0.105704469281791,11.7488215364637,7.16105368168588e-32,8.36133178385502e-30,4893.64594235549,2165.87324855059,"Sav1","12"
"ENSMUSG00000028599",56592.9559457274,2.94798632518666,0.253758170627626,11.6173060276063,3.36582786558629e-31,3.90086983592319e-29,35279.4224129643,4890.44467576916,"Tnfrsf1b","4"
"ENSMUSG00000031840",79.3626178903253,-4.45964498672805,0.384308943600903,-11.6043226705629,3.91777351072878e-31,4.50716796682813e-29,10.9271883102467,184.111506978093,"Rab3a","8"
"ENSMUSG00000028214",1315.10077112734,5.30399055381694,0.457205382132298,11.6008926427777,4.0780224018592e-31,4.65728018244446e-29,3915.06580563388,127.371331004007,"Gem","4"
"ENSMUSG00000034422",55426.1048669819,2.13332180566939,0.184360726573038,11.5714547524537,5.74993722757319e-31,6.51909549729059e-29,40926.8061666418,9778.64471552003,"Parp14","16"
"ENSMUSG00000029553",4234.00149599467,3.08955105219521,0.267130484778181,11.5657000164571,6.14877774524522e-31,6.9211350073458e-29,10600.9659721224,1368.24572948022,"Tfec","6"
"ENSMUSG00000018736",5361.1294722364,1.13189479347216,0.0979353625928037,11.5575698451065,6.75946975904566e-31,7.55419027500203e-29,5866.74827031618,2781.01578203073,"Ndel1","11"
"ENSMUSG00000053641",3748.00552598298,2.92942288714297,0.25398643488193,11.5337769456261,8.91451137424778e-31,9.89194645116885e-29,6583.61044667826,984.331685505452,"Dennd4a","9"
"ENSMUSG00000066152",11915.4099319172,2.16761533764362,0.188022483833533,11.5284900691065,9.47916238309627e-31,1.044443483422e-28,6462.32704580546,1426.23737587504,"Slc31a2","4"
"ENSMUSG00000092215",286.429372165297,3.25385533283057,0.283331647018633,11.484263643223,1.5827826221991e-30,1.73176342006484e-28,276.405354799348,33.3008209704017,"Gm20419","17"
"ENSMUSG00000035235",1677.36711407645,2.93380519839542,0.256406867410774,11.441991503665,2.57896702727018e-30,2.80211931310203e-28,1675.53066441474,223.689373202857,"Trim13","14"
"ENSMUSG00000038301",14740.689725747,1.24616429812018,0.109084889189182,11.4238031260131,3.18006684482783e-30,3.43140178304664e-28,9154.03174850986,3861.37570372549,"Snx10","6"
"ENSMUSG00000001248",8684.96694007831,2.13833015793427,0.18742097002657,11.4092364244573,3.7601555179681e-30,4.02954748178965e-28,10880.108545797,2648.26992383115,"Gramd1a","7"
"ENSMUSG00000042507",3951.33313343724,1.88495350354749,0.165340501890311,11.4004341464863,4.16039164365709e-30,4.4281284120176e-28,7810.05347840775,2405.28210793122,"C130039O16Rik","12"
"ENSMUSG00000026981",74815.6258722104,3.93649890640003,0.345678155662145,11.3877572010869,4.81216755637164e-30,5.05309889845575e-28,6326.35977795434,389.280010973957,"Il1rn","2"
"ENSMUSG00000038352",5054.25227320419,3.65597845228011,0.321031239262518,11.3882326862605,4.78598407702268e-30,5.05309889845575e-28,6517.04128928246,508.379917867723,"Arl5c","11"
