"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLi2","baseMean_FL2","mgi_symbol","chromosome_name"
"ENSMUSG00000028269",6817.13087281055,11.5540746076481,0.459463617976837,25.146875956195,1.52889088736028e-139,2.32284392516648e-135,30840.6659606663,8.67189295596975,"Gbp1","3"
"ENSMUSG00000054588",4608.11068811548,11.2920628844714,0.466144360282332,24.2243902245907,1.23132137759378e-129,9.35373284489117e-126,12055.3672773179,4.65152849347198,"Gbp10","5"
"ENSMUSG00000079363",59358.9624997277,8.9996130760048,0.410479050735762,21.9246586637576,1.51167475263593e-106,7.65562483893255e-103,152442.838043487,311.261955457838,"Gbp4","5"
"ENSMUSG00000053318",8083.49443896821,7.08348975680161,0.338610937203767,20.9192585900997,3.57630551179805e-97,1.3583702410187e-93,14188.8011296834,101.442015782561,"Slamf8","1"
"ENSMUSG00000048852",3849.80969819554,8.25717133585339,0.407081679130434,20.2838195850315,1.78701064754999e-91,5.43001055364539e-88,14902.8700650799,47.1169814838691,"Gm12185","11"
"ENSMUSG00000060675",4938.73136997975,4.00476092865177,0.200867458764276,19.9373305825086,1.93097963646741e-88,4.8895622694749e-85,12367.0728275594,922.679995120774,"Pla2g16","19"
"ENSMUSG00000078922",8241.83959315265,9.11929950529219,0.49517005015582,18.416500558591,9.68671440366766e-76,2.1024321704989e-72,22989.4708758558,65.2263790438076,"Tgtp1","11"
"ENSMUSG00000079362",28058.9225075584,5.10069656814922,0.283577180819479,17.9869781955278,2.46434885058914e-72,4.6801065108751e-69,59672.1541831714,1684.22038854376,"Gbp6","5"
"ENSMUSG00000026104",33672.8177100244,2.98473828528018,0.167326177204734,17.837844234188,3.59292285300306e-71,6.0652529895195e-68,68928.5801102768,9071.40314653115,"Stat1","1"
"ENSMUSG00000059089",23307.7124133066,4.92494841245501,0.297997855523879,16.5267914555861,2.35342178698838e-61,3.57555372097144e-58,44282.6717666908,1467.88225895526,"Fcgr4","1"
"ENSMUSG00000039699",7645.17716751101,5.37123990360942,0.327596689091005,16.3958919075562,2.04615368977938e-60,2.82611027352892e-57,16441.832804897,415.374507864499,"Batf2","19"
"ENSMUSG00000020572",45702.6504127298,2.36281139175963,0.145278323628998,16.2640326012683,1.77650767352212e-59,2.24920675698513e-56,78613.6273991351,15108.3844183286,"Nampt","12"
