"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLi2","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000038301",14740.689725747,2.15531713070414,0.107001424782339,20.1428825372041,3.107156214319e-90,1.46932978580554e-87,17342.5764551217,3861.37570372549,"Snx10","6"
"ENSMUSG00000034855",122324.352465363,9.34415667133307,0.46732345206734,19.9950518853623,6.08156066167317e-89,2.79599751420424e-86,217909.188374357,395.577699453828,"Cxcl10","5"
"ENSMUSG00000026875",15772.5149214521,4.50302127314383,0.225673963179927,19.9536588523224,1.3931083294197e-88,6.23171242168254e-86,13922.8045063577,632.798529619712,"Traf1","2"
"ENSMUSG00000062232",24752.4536214771,3.86386341995285,0.195917666183019,19.7218734544509,1.3994752301188e-86,6.09545119307796e-84,38287.7481456148,2678.89801521662,"Rapgef2","3"
"ENSMUSG00000024789",19837.5562320146,2.6849559361863,0.136762340709856,19.6322753928472,8.19607405811735e-86,3.46496804689191e-83,16264.0249462723,2565.34146036082,"Jak2","19"
"ENSMUSG00000072620",74415.0318552267,3.00643475130025,0.153145869858878,19.631184008231,8.37403914420134e-86,3.46496804689191e-83,88282.5587574745,11191.0801193791,"Slfn2","11"
"ENSMUSG00000028268",27008.6627826769,4.77854846151116,0.244621341922196,19.5344708027602,5.59225450632782e-85,2.25749766668858e-82,36254.7743127968,1273.07654769845,"Gbp3","3"
"ENSMUSG00000020407",6352.16031199518,7.76748763169994,0.398427814716366,19.4953448147928,1.20241496677502e-84,4.73837383692701e-82,3532.62151228029,14.9257531866844,"Upp1","11"
"ENSMUSG00000028630",4049.03520965364,2.80404467907179,0.143947739808223,19.4796019917196,1.63545899601066e-84,6.29499577743545e-82,4717.08856647537,709.30111168662,"Dyrk2","10"
"ENSMUSG00000032487",95490.1954450678,6.69621850422161,0.3453227360274,19.3911891850941,9.1594548612813e-84,3.44541221384243e-81,28867.7066052595,288.551299886113,"Ptgs2","1"
"ENSMUSG00000021929",13314.1061800776,3.21832772653812,0.168687860898494,19.0785970572874,3.80331296835015e-81,1.39885850975919e-78,20400.9055408788,2329.42102845997,"Kpna3","14"
"ENSMUSG00000070427",8862.22089168052,5.97956442984185,0.315734464087667,18.9385864071575,5.48500595892641e-80,1.97352899187372e-77,17942.0578227022,267.11103328973,"Il18bp","7"
"ENSMUSG00000086320",9411.31857808809,4.80599658782528,0.253818397356941,18.9347842310527,5.89567170073881e-80,2.076154517424e-77,8130.67341658381,309.303564772133,"Gm12840","4"
"ENSMUSG00000023947",8224.99980257642,3.39652429021536,0.17960578631424,18.9109959089669,9.25915201115967e-80,3.19267135284799e-77,13067.1847527292,1258.61122101374,"Nfkbie","17"
"ENSMUSG00000032000",16967.4445813633,3.07554713619976,0.163269682006285,18.837221328583,3.74096632085251e-79,1.26360680768224e-76,24095.3182214077,2878.3776167115,"Birc3","9"
"ENSMUSG00000027660",15466.1350205541,3.85656572414598,0.204912766824639,18.8205243817061,5.12746037294007e-79,1.69729193265062e-76,24991.9527799931,1685.21605963782,"Skil","3"
"ENSMUSG00000028300",8136.30114066597,2.44499969271732,0.130009221604332,18.8063559072632,6.69872450425954e-79,2.17393312294117e-76,14792.1445228308,2621.59499753957,"3110043O21Rik","4"
"ENSMUSG00000046806",194.144036218529,-3.32825230048905,0.177902688318056,-18.7082743490574,4.23879239477745e-78,1.34915871011465e-75,60.0149896539851,610.033656805311,"3110062M04Rik","6"
"ENSMUSG00000035356",31597.9418928033,4.55395887725426,0.245783085550025,18.5283656402278,1.21934550411693e-76,3.80780895068668e-74,47280.3351518129,2191.68744853147,"Nfkbiz","16"
"ENSMUSG00000064289",13012.8980466295,2.6340762154277,0.142927759494093,18.4294235406144,7.62916424132367e-76,2.3383388399657e-73,18049.064646546,2932.18747491169,"Tank","2"
"ENSMUSG00000021843",3841.5520299417,2.84082780979525,0.155597685155201,18.2575197501278,1.80297303090793e-74,5.42563756991949e-72,6377.56414963611,890.872616563642,"Ktn1","14"
"ENSMUSG00000075010",25177.1432369671,7.08864022657595,0.388875632779442,18.2285533704201,3.06316934519546e-74,9.05330639863038e-72,22268.731452604,168.121853848882,"AW112010","19"
"ENSMUSG00000021366",6766.36574763527,3.13788710963608,0.172345282880903,18.2069799485286,4.54326922157561e-74,1.31922191028593e-71,14891.4386834315,1776.82432579867,"Hivep1","13"
"ENSMUSG00000038213",3012.53223401804,3.48461090667913,0.192234794279466,18.1268480544333,1.9565750572103e-73,5.58332306411856e-71,5615.03606051841,480.641890931775,"Tapbpl","6"
"ENSMUSG00000024014",20166.3751248229,3.8948741030801,0.215463001653701,18.0767652598662,4.85755237649995e-73,1.36266693870255e-70,16033.9180423187,1071.74402844422,"Pim1","17"
"ENSMUSG00000025730",573.402926176854,-2.76743592755971,0.153134666866333,-18.071910065768,5.3045031250503e-73,1.46324718704513e-70,248.816240839953,1624.64875986793,"Rab40c","17"
"ENSMUSG00000026104",33672.8177100244,2.92710042711728,0.162331510796764,18.0316219121619,1.10016663544688e-72,2.98505868578382e-70,68928.5801102768,8824.40934631265,"Stat1","1"
"ENSMUSG00000032369",3640.0362147044,3.66232764108702,0.203983013857057,17.9540814298068,4.45897693973604e-72,1.19033108596083e-69,8807.78350748891,753.216110700634,"Plscr1","9"
"ENSMUSG00000017144",5038.18233345103,5.5572761219007,0.311174469956432,17.8590361949641,2.45847835267936e-71,6.45877384368191e-69,11258.5989440903,269.028665785235,"Rnd3","2"
"ENSMUSG00000027580",51218.2962165097,4.15054398838863,0.232429279359035,17.8572338211197,2.53915142932523e-71,6.56648364168155e-69,38020.8582443739,2155.09458993223,"BC006779","2"
"ENSMUSG00000039899",102128.973891517,8.60320699883068,0.484614822681963,17.7526699476889,1.64351273530495e-70,4.18488912031265e-68,145051.047986645,399.900983582428,"Fgl2","5"
"ENSMUSG00000022534",1682.65837261851,5.70422356768048,0.32184361713949,17.7235876801876,2.75751564245226e-70,6.91509718154959e-68,775.187510583206,15.3145358032533,"Mefv","16"
"ENSMUSG00000044162",54167.5243632392,5.27953341856636,0.299896941446339,17.6044923736277,2.27538448908299e-69,5.62087890728545e-67,63836.5851156705,1687.75643690802,"Tnip3","6"
"ENSMUSG00000026896",28201.7035662652,3.10343040252903,0.177466582382825,17.4874072676647,1.78704561452252e-68,4.34961646558269e-66,35791.3359493237,4227.54678087544,"Ifih1","2"
"ENSMUSG00000040253",25472.1095597107,4.28938081529474,0.24539199074525,17.479709921534,2.04536895458909e-68,4.90621761846436e-66,52563.6484785008,2501.20272807851,"Gbp7","3"
"ENSMUSG00000031488",8475.1930752628,4.21224365181635,0.241316197856598,17.4552876650223,3.13792911085228e-68,7.41940924481659e-66,7948.05420338806,448.257911530644,"Rab11fip1","8"
"ENSMUSG00000055994",2487.37135991153,3.62122681418439,0.207952487384413,17.4137220464708,6.49224059413184e-68,1.51342357849966e-65,4122.47667650264,323.281219407188,"Nod2","8"
"ENSMUSG00000078920",24952.6729938146,4.0880631630683,0.234899366991166,17.4034660690339,7.7658441640407e-68,1.78517342720886e-65,58514.0474556178,3541.09075196321,"Ifi47","11"
"ENSMUSG00000000732",2785.52619752816,4.40129681272725,0.253070707348543,17.3915695689962,9.55805347545183e-68,2.16705949413977e-65,1515.23590985288,75.5154261722598,"Icosl","10"
"ENSMUSG00000042677",4467.25427410981,3.37630223454298,0.195280063531348,17.2895387961659,5.64017222861065e-67,1.26149311561804e-64,6428.5219489466,617.017991048966,"Zc3h12a","4"
"ENSMUSG00000059089",23307.7124133066,4.99811769364938,0.289197427604934,17.2827183666281,6.34841634368228e-67,1.4009685187238e-64,44282.6717666908,1308.5383368245,"Fcgr4","1"
"ENSMUSG00000044701",11318.9245728553,8.37578138229698,0.486138713657611,17.2292005285472,1.603522645124e-66,3.49209253940095e-64,8057.47072252946,26.2379223242203,"Il27","7"
"ENSMUSG00000021298",3602.23123177693,4.44672501656098,0.258817495745056,17.1809289930738,3.68955100840376e-66,7.93061801819359e-64,8606.30930202949,406.370001863591,"Gpr132","12"
"ENSMUSG00000045664",2237.36729206328,4.6002556015146,0.268575516542435,17.1283505687226,9.12039567234302e-66,1.9352778047814e-63,1501.39466769532,60.306929081288,"Cdc42ep2","19"
"ENSMUSG00000039942",3566.83214653832,4.81592864875413,0.283687992988795,16.9761455111861,1.23324252084857e-64,2.58372113450186e-62,8369.06966762594,292.503411345013,"Ptger4","15"
"ENSMUSG00000032826",2649.81115218768,6.45356366964994,0.380259961030458,16.9714519829055,1.335877701353e-64,2.76376397938668e-62,9392.82626842058,110.176702252698,"Ank2","3"
"ENSMUSG00000041481",28948.3991077186,10.6122322322396,0.628769953409303,16.8777661443557,6.55797734573469e-64,1.34001337097846e-61,44500.97934155,28.2709769193666,"Serpina3g","12"
"ENSMUSG00000060477",10388.0928147588,2.82070587479171,0.167163270074706,16.8739572606537,6.99492272438297e-64,1.41186543916174e-61,6726.99021878919,984.384976872518,"Irak2","6"
"ENSMUSG00000032688",11178.7427208411,2.18774465239462,0.129854521272132,16.8476586795915,1.09151185108097e-63,2.176579837017e-61,4234.22354967905,962.312284246244,"Malt1","18"
"ENSMUSG00000069662",27592.638604551,2.89515384097206,0.172128406082415,16.8197330519976,1.74945215072888e-63,3.44704554127544e-61,24909.0054963171,3409.88530209891,"Marcks","10"
"ENSMUSG00000073902",5356.96459506693,4.87985597783869,0.29043118167949,16.8021076442953,2.35524125339897e-63,4.58607035117721e-61,16739.5964847525,597.091373162313,"Gm1966","7"
"ENSMUSG00000030291",2489.07551638389,3.13169705362199,0.186458777978235,16.7956536430136,2.62595510406633e-63,5.05374220086067e-61,6215.81661119941,736.564480100117,"Med21","6"
"ENSMUSG00000012519",6083.15820937958,2.87913057273591,0.171697101598394,16.7686614737989,4.1372390820552e-63,7.87074069506845e-61,7460.29598634382,979.829148325484,"Mlkl","8"
"ENSMUSG00000041135",6823.25230771539,4.19502685616408,0.251258742269075,16.6960433626289,1.40049386795074e-62,2.63404250096054e-60,14798.2729473815,867.060826370998,"Ripk2","4"
"ENSMUSG00000074147",1599.0875818075,6.021490736619,0.360964198371577,16.6816841220925,1.78125591219367e-62,3.31253557333904e-60,551.824904175786,8.84619236868805,"Bcl2a1a","9"
"ENSMUSG00000030560",80291.9574579824,3.46427907624414,0.20777528982582,16.673200548286,2.05301221720636e-62,3.7754894674425e-60,136443.068644074,12718.5355735395,"Ctsc","7"
"ENSMUSG00000023903",783.04120356005,5.23943823825825,0.32007347847593,16.3694857293597,3.15871728744615e-60,5.74504723346387e-58,618.048657593639,17.0219495043103,"Mmp25","17"
"ENSMUSG00000000078",64673.4223815053,2.31268211088625,0.1414416269525,16.3507883832735,4.29388382375768e-60,7.72479034424058e-58,84259.4161773055,17118.5220341817,"Klf6","13"
"ENSMUSG00000025790",6690.95632531299,4.58578949032369,0.282283752692995,16.2453185724475,2.41085792661062e-59,4.29054941326154e-57,2365.46282404533,102.402174793336,"Slco3a1","7"
"ENSMUSG00000032515",8256.60642003199,4.3270644688573,0.266435783659042,16.2405530121834,2.60564584443929e-59,4.58787706077815e-57,11152.4664708688,590.189045031554,"Csrnp1","9"
"ENSMUSG00000074151",15622.5587802371,3.47545458315593,0.21416274559916,16.2281006130767,3.1918421100921e-59,5.56086092254046e-57,20058.5900108604,1689.66637354249,"Nlrc5","8"
"ENSMUSG00000068606",3067.08545245085,11.4473750065229,0.707224754478966,16.1863324693103,6.29717701130789e-59,1.0856726741058e-56,6465.19259033192,2.16500110438653,"Gm4841","18"
"ENSMUSG00000018920",12046.4338475542,3.43822946771246,0.212532909658111,16.1773980003536,7.28069119362377e-59,1.24229608191409e-56,11679.2354956599,1091.16354967667,"Cxcl16","11"
"ENSMUSG00000020611",34050.6999129348,1.97015472311672,0.122096498220557,16.1360460932941,1.42374704297883e-58,2.40453441921863e-56,44013.6086138386,11044.2993202439,"Gna13","11"
"ENSMUSG00000022906",16021.1614719882,2.1685007737937,0.134697900733392,16.0989945796246,2.59283572709345e-58,4.3347499110226e-56,22000.0247297421,4874.485350431,"Parp9","16"
"ENSMUSG00000034343",5223.11261080902,1.63915333566571,0.101925786396904,16.0818316307394,3.42112574308361e-58,5.66230521737769e-56,6022.08019516511,1965.77636935568,"Ube2f","1"
"ENSMUSG00000022216",12141.0137604178,2.00557859266669,0.124795785019844,16.0708840634944,4.08222618305556e-58,6.68959658967847e-56,15606.9310404245,3888.13205003215,"Psme1","14"
"ENSMUSG00000043415",4169.04855005958,4.90032117056797,0.305168355233979,16.0577631544096,5.04416215032749e-58,8.18489487745787e-56,13741.7237482978,478.695297408741,"Otud1","2"
"ENSMUSG00000078853",22953.99664998,5.73137604048473,0.357943301042516,16.0119662074748,1.05424894186542e-57,1.69406545988491e-55,58984.5433728782,1156.50936967787,"Igtp","11"
"ENSMUSG00000050370",8389.63719965025,7.35465996684099,0.461242746969077,15.9453129944482,3.07097661143782e-57,4.8872821053757e-55,5536.61062557614,35.6805245937515,"Ch25h","19"
"ENSMUSG00000037321",22889.1475071964,3.68226090887085,0.231067538880152,15.9358641491427,3.57227968278897e-57,5.63093343141336e-55,34646.1682627021,2688.71673685398,"Tap1","17"
"ENSMUSG00000026981",74815.6258722104,5.40861468544741,0.339481368098437,15.9319927209646,3.80049799095794e-57,5.93415492908914e-55,16466.846620856,389.280010973957,"Il1rn","2"
"ENSMUSG00000043953",26530.9259499124,3.6483955910478,0.229488755316938,15.8979274867265,6.54959247013636e-57,1.01310565395539e-54,43338.8938549535,3515.88386510265,"Ccrl2","9"
"ENSMUSG00000028367",25877.4470391821,2.60529076922352,0.16462772963488,15.8253459183436,2.08052540192793e-56,3.18840517845456e-54,43038.7142460071,7103.63595057409,"Txn1","4"
"ENSMUSG00000022893",1466.41066759883,4.9207851588359,0.311276637699436,15.8083985846292,2.72300852307213e-56,4.13472606104283e-54,5858.06515369297,212.839887690238,"Adamts1","16"
"ENSMUSG00000031652",8128.89835384001,2.46725357682247,0.156186479237263,15.7968448285108,3.27082539822292e-56,4.9214028332716e-54,8288.95357996571,1498.29055384577,"N4bp1","8"
"ENSMUSG00000023959",5549.82490751849,7.05805632920544,0.448682665516477,15.7306195929832,9.3293674499218e-56,1.3910843303032e-53,11188.2746574163,70.8625481235366,"Clic5","17"
"ENSMUSG00000075602",42649.5770631598,5.85407860595299,0.374309807903484,15.6396612708114,3.9080127434922e-55,5.77513561763745e-53,131094.2165317,2236.55891537817,"Ly6a","15"
"ENSMUSG00000063388",1548.55385720743,8.64893655669817,0.554489316888224,15.5980219875754,7.50846394276996e-55,1.09975740457332e-52,3014.02441852842,6.62296052446744,"BC023105","18"
"ENSMUSG00000035692",20853.1833754018,3.60328875812375,0.231137715763297,15.5893586913085,8.59924797955558e-55,1.24847502903179e-52,12032.8584272927,1036.04709101049,"Isg15","4"
"ENSMUSG00000024539",2535.40230065708,1.93431727827815,0.124556582808922,15.5296270550832,2.18647678850403e-54,3.14681541969828e-52,3310.38542164888,855.693110874705,"Ptpn2","18"
"ENSMUSG00000019850",59274.2484489517,4.17496004758145,0.268857172142615,15.5285425875373,2.22376461361782e-54,3.17289035517142e-52,64333.1729784625,3763.18440247031,"Tnfaip3","10"
"ENSMUSG00000043336",3534.57732266456,3.07969461838,0.199089330645811,15.468908395995,5.62528602370888e-54,7.95761615200049e-52,4205.26190625468,513.810696039674,"Filip1l","16"
"ENSMUSG00000048216",3373.21551869954,3.83504265567571,0.248228473620838,15.449648461899,7.58560304401387e-54,1.06397725408028e-51,3639.28156891552,274.868269372345,"Gpr85","6"
"ENSMUSG00000025287",3719.96887952765,1.3110633523717,0.0848656310224856,15.4486962104168,7.6984941393368e-54,1.07073761764843e-51,4168.46825108943,1704.72614193189,"Acot9","X"
"ENSMUSG00000037242",71283.96772657,2.80703192117097,0.183460986530055,15.3004296677055,7.59535380953629e-53,1.04758917418029e-50,49554.4093865222,7375.21683037695,"Clic4","4"
"ENSMUSG00000079197",18041.086960811,2.00262309568879,0.130970563014793,15.290635159464,8.82848943421464e-53,1.20760602169989e-50,19587.5348078483,4924.37771088858,"Psme2","14"
"ENSMUSG00000000555",17073.5208696327,3.41741089184019,0.223679392111878,15.2781660374457,1.06907186782213e-52,1.45034495773148e-50,21052.126485422,1961.84827292298,"Itga5","15"
"ENSMUSG00000024404",12564.9084338011,1.1550018719976,0.0759377531579156,15.2098504889357,3.0423716372227e-52,4.09384495672138e-50,12062.2654150374,5357.61667156278,"Riok3","18"
"ENSMUSG00000037253",3817.12297532449,1.46717889840476,0.0964879690616576,15.2058221628357,3.23543090937072e-52,4.31851749846733e-50,4835.43677308594,1770.24817701457,"Mex3c","18"
"ENSMUSG00000015396",17864.0327998486,3.78967574429763,0.249695722969228,15.1771752404612,5.00892603422387e-52,6.63221878339514e-50,43234.3637674218,3087.27450753658,"Cd83","13"
"ENSMUSG00000046080",458.174159960652,8.22187056321619,0.541813243333731,15.1747316337779,5.19899448389679e-52,6.82925061134729e-50,1923.88694733612,6.71030663421855,"Clec9a","6"
"ENSMUSG00000054720",5096.02468920786,4.50071438226526,0.296710791757446,15.1686912215329,5.70021207275547e-52,7.42867795402959e-50,7350.17901833759,331.988430995085,"Lrrc8c","5"
"ENSMUSG00000032724",1815.67885895322,5.95951130846592,0.393163099480575,15.1578602273186,6.72239802900833e-52,8.69237576391538e-50,804.176809835921,12.8074870904922,"Abtb2","2"
"ENSMUSG00000020184",29194.3493888958,2.94805199786129,0.194925465016163,15.1239962291065,1.1250299993885e-51,1.4434396527038e-49,32165.4068335905,4085.08990763892,"Mdm2","10"
"ENSMUSG00000079511",103.49837547289,-3.68566717012626,0.244315120405787,-15.085710470988,2.01098244966343e-51,2.56029004033689e-49,26.2384085128152,305.367031213709,"Ccdc142","6"
"ENSMUSG00000053113",37602.9729842894,5.76094881643086,0.383098917972197,15.0377579945265,4.15381463884845e-51,5.24807527386112e-49,40273.6230130522,765.747765644148,"Socs3","11"
"ENSMUSG00000046879",41441.514030433,4.01949838983672,0.267399520771308,15.0318085022837,4.5442773561555e-51,5.69790413043407e-49,93673.1248727865,5940.84792340844,"Irgm1","11"
"ENSMUSG00000070462",2735.09588659692,3.05655508302955,0.203391735315,15.0279217505851,4.81888432140041e-51,5.99679356417279e-49,4757.00112428029,581.842106686508,"Mesdc1","7"
"ENSMUSG00000060509",423.755927976618,5.92981989818789,0.395660605059488,14.9871375172576,8.91118292142956e-51,1.10066409352672e-48,1128.33348710289,18.7178674737275,"Xcr1","9"
"ENSMUSG00000020826",74513.3817165803,9.52020126761938,0.636204479797488,14.9640588363191,1.26095150003285e-50,1.54592653904027e-48,17172.770049196,30.8318358750112,"Nos2","11"
"ENSMUSG00000021280",630.445994427048,3.85477523770366,0.257725373025276,14.9569101111578,1.40394853567783e-50,1.70858472161792e-48,521.035212382308,37.4326786540366,"1200009I06Rik","12"
"ENSMUSG00000082292",11183.2992331377,4.83382263525695,0.323564632422743,14.9392799795914,1.82941204290807e-50,2.21011669504901e-48,24180.3505940347,877.65623470473,"Gm12250","11"
"ENSMUSG00000020806",9370.50478803534,2.61311469502942,0.175030342385563,14.9294954201322,2.11863169609323e-50,2.54097631898834e-48,11043.0158494902,1819.15232918304,"Rhbdf2","11"
"ENSMUSG00000078921",14847.051931768,5.1898147405239,0.347780627429986,14.9226677140569,2.34699261219791e-50,2.79460969240918e-48,27373.9663951718,758.042962096274,"Tgtp2","11"
"ENSMUSG00000031304",6265.89825044639,2.36525010378421,0.159023805345933,14.873559959397,4.89402403692939e-50,5.78578513108703e-48,10023.5376699397,1894.49056793456,"Il2rg","X"
"ENSMUSG00000061232",116625.036592911,1.66954813562464,0.112344715311718,14.860940552408,5.90897305255397e-50,6.93612858105112e-48,140035.948029016,43102.4973023957,"H2-K1","17"
"ENSMUSG00000017418",2919.59604185725,2.87239122068723,0.193477828881116,14.8461001309468,7.3735171218712e-50,8.59430154113312e-48,6549.14248415492,869.511152448084,"Arl5b","2"
"ENSMUSG00000039682",4115.43773118989,2.52404322000203,0.170095408444761,14.8389850324603,8.19870390670624e-50,9.48928310209056e-48,8038.41635807902,1412.15955615821,"Lap3","5"
"ENSMUSG00000027398",77218.9692340532,7.34281714593891,0.494985054710045,14.8344219205572,8.77566405779006e-50,1.00865288764225e-47,54070.5589968835,330.856308744357,"Il1b","2"
"ENSMUSG00000054072",37872.9593824944,7.59851168584018,0.5128923808249,14.8150215716195,1.17151657343637e-49,1.33722557289278e-47,94146.9711669692,479.521822066833,"Iigp1","18"
"ENSMUSG00000025981",1396.26252303089,2.15660724267619,0.145666541029712,14.8050968151726,1.35791375321681e-49,1.53937195407475e-47,2111.27101140101,451.144292807025,"Coq10b","1"
"ENSMUSG00000046031",16854.4306362578,6.39908157238848,0.433694643341541,14.754808874476,2.86501874664277e-49,3.2257772296384e-47,42694.3226047071,542.650950443956,"Fam26f","10"
"ENSMUSG00000024339",9115.63859553144,2.55468929346445,0.17315387478762,14.7538673136704,2.9052813693384e-49,3.24900756377837e-47,12866.0523210399,2127.64583705413,"Tap2","17"
"ENSMUSG00000020128",5109.40596584362,2.12980805624684,0.144987886473086,14.6895586111064,7.5202049162529e-49,8.35348399791287e-47,8970.83829202674,2006.49725632642,"Vps54","11"
"ENSMUSG00000034422",55426.1048669819,2.65902808423954,0.181057290751193,14.6861143962081,7.91226289829827e-49,8.73039088198231e-47,62010.055827564,9778.64471552003,"Parp14","16"
