"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_WT8","baseMean_WT2","mgi_symbol","chromosome_name"
"ENSMUSG00000054676",6206.44509679111,3.89445826009062,0.270860043751788,14.3781201765567,7.09968503028103e-47,4.19667453343505e-44,14369.8343609378,1005.00386418783,"1600014C10Rik","7"
"ENSMUSG00000061731",3021.73654529042,2.43846595451409,0.170702778340709,14.2848638915947,2.71940272521227e-46,1.55202877603408e-43,9208.72433899031,1716.83675499678,"Ext1","15"
"ENSMUSG00000040061",2205.74318882984,-1.76711368220528,0.124057348497709,-14.2443289624066,4.86195711439719e-46,2.68234174001293e-43,646.867508541864,2201.22472080283,"Plcb2","2"
"ENSMUSG00000028894",7745.63496840917,2.74421052747509,0.192712989202802,14.2398835637758,5.18133124963222e-46,2.76632946815041e-43,16921.7226288333,2576.4322432337,"Inpp5b","4"
"ENSMUSG00000021109",22664.4060190622,2.43917153105691,0.171682793941355,14.2074314790689,8.23924654497084e-46,4.26149279893164e-43,48555.1789403165,8697.94198760458,"Hif1a","12"
"ENSMUSG00000015766",2101.13799495321,-3.19478958456474,0.225717620370723,-14.1539219637242,1.76625543563136e-45,8.85857385307113e-43,299.307995208549,2814.74549164226,"Eps8","6"
"ENSMUSG00000040624",528.659938108957,3.52393852173405,0.250810543493146,14.0502008912969,7.68158228306419e-45,3.73934906961751e-42,2424.80139120675,211.992820495847,"Plekhg1","10"
"ENSMUSG00000053617",1474.46581184568,-3.56175870050142,0.254986982274883,-13.968394263601,2.43044719922593e-44,1.14932375983967e-41,225.207641500529,2757.17435524767,"Sh3pxd2a","19"
"ENSMUSG00000027347",889.611769653438,4.41008598988146,0.315923672140675,13.959340115285,2.75977211627951e-44,1.26880523045951e-41,3911.8001489698,193.602893033886,"Rasgrp1","2"
"ENSMUSG00000024241",2546.84005073188,2.3650385046759,0.169745276549842,13.9328678402516,3.99967200519684e-44,1.78915057724359e-41,8225.56505955394,1565.92253318405,"Sos1","17"
"ENSMUSG00000023026",4417.16753221732,-2.32879845628633,0.168087246119099,-13.8547005204443,1.19152783685508e-43,5.18973084941799e-41,787.752272283537,4055.02379269877,"Dip2b","15"
"ENSMUSG00000037752",1186.49440331323,2.92951635238484,0.212118845761662,13.8107311581191,2.19591395241376e-43,9.31912098112824e-41,4941.51171103589,609.736043077002,"Xkr8","4"
"ENSMUSG00000069844",3931.19774968929,3.00236955024822,0.217582348595771,13.7987735201171,2.59225436076308e-43,1.07261004812474e-40,6554.06932471267,818.495595203848,"Sco1","11"
"ENSMUSG00000030747",175.159106557041,5.89952721304055,0.428100800525328,13.7806965224105,3.33043317855787e-43,1.34443901312954e-40,934.88087854202,15.5282876675756,"Dgat2","7"
"ENSMUSG00000024921",1023.60695831716,-3.00693600573829,0.218227074475482,-13.7789319357627,3.41284002544454e-43,1.34490274431268e-40,160.582837898648,1292.6366271213,"Smarca2","19"
"ENSMUSG00000040822",1190.29597500287,1.90251596440585,0.138507035842517,13.735879573432,6.18997336722802e-43,2.38256393490676e-40,2582.94502394857,696.690145335674,"1700123O20Rik","14"
"ENSMUSG00000032254",685.064126403007,-3.72710954117642,0.271705078770033,-13.7174820509372,7.97884859795086e-43,3.00131643510647e-40,90.936099992348,1166.41385055657,"Kif23","9"
"ENSMUSG00000087275",712.32587988241,-3.68048368124105,0.26866975524602,-13.6989132917877,1.0305511630512e-42,3.79036717770231e-40,89.8531083838414,1297.90263182772,"1110002J07Rik","10"
"ENSMUSG00000041132",1699.897189654,-3.35369575778614,0.245107678038687,-13.6825406067321,1.29101817825769e-42,4.64513953659632e-40,112.157287776265,1170.81050347836,"N4bp2l1","5"
