"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_WT8","baseMean_WT2","mgi_symbol","chromosome_name"
"ENSMUSG00000059586",1126.87027686045,-0.475511844592116,0.0963080310981053,-4.9374059377014,7.91685697128354e-07,4.34744192872309e-06,1001.98469007813,1404.90403001462,"Nsmce2","15"
"ENSMUSG00000029561",20614.8788805968,0.931868411868911,0.1887648015703,4.93666406086764,7.947018749488e-07,4.36255745680849e-06,40519.2509222791,20649.3866592953,"Oasl2","5"
"ENSMUSG00000000295",145.273948079757,-1.12022518495311,0.227079697815268,-4.93318071025631,8.09012412910952e-07,4.43964338398182e-06,69.3537827213546,148.125043104227,"Hddc2","10"
"ENSMUSG00000021699",59.0666201454489,-1.9965776323976,0.404826392722302,-4.93193543773513,8.14188298922979e-07,4.46631300269186e-06,19.1849157071295,83.7286725724354,"Pde4d","13"
"ENSMUSG00000023846",908.768886017938,-0.919007432942044,0.186340117466306,-4.93188179463405,8.14411977652349e-07,4.46631300269186e-06,503.56704413008,974.903240512063,"Riok2","17"
"ENSMUSG00000033502",603.438985305802,-0.747294801765636,0.151535641594846,-4.93147878545725,8.16094321848135e-07,4.47405668132112e-06,356.645298375147,601.219338605213,"Cdc14a","3"
"ENSMUSG00000026069",34.7416083777423,-4.20405124903464,0.852592291425631,-4.93090459685601,8.18497029801326e-07,4.48574315902045e-06,2.57964910047271,38.7470837122627,"Il1rl1","1"
"ENSMUSG00000035239",68.0742914715548,1.66112290804237,0.336916994735122,4.93036247503133,8.20771805432485e-07,4.4967210035462e-06,77.2516058728865,23.3327226003868,"Neu3","7"
"ENSMUSG00000034126",587.893909740802,-0.608608498253995,0.123455113091838,-4.92979580198719,8.23156107811179e-07,4.50829144287982e-06,402.055637911376,610.687284637042,"Pomt2","12"
"ENSMUSG00000022685",422.393897655779,-1.03723128500869,0.210413648547334,-4.92948671423925,8.24459418567605e-07,4.51393577132399e-06,272.218567630365,551.119525490913,"Parn","16"
"ENSMUSG00000020121",16.5133565284017,2.94512264261524,0.597462037334866,4.9293887453548,8.24872932402246e-07,4.514706317523e-06,31.2263196557388,3.94298292366121,"Srgap1","10"
"ENSMUSG00000085894",127.059517117233,2.11432100869497,0.429046997847575,4.92794733281438,8.30980083926911e-07,4.5466285517601e-06,346.26366368329,86.4940996368869,"Gm15832","1"
"ENSMUSG00000026094",3152.8798000389,0.730750890301798,0.148323905582817,4.92672362846986,8.36198979454144e-07,4.57367128517698e-06,4473.22385416742,2712.13154576723,"Stk17b","1"
"ENSMUSG00000017861",89.0178176580873,-2.62965981082741,0.533780229059421,-4.92648409901047,8.37224220323864e-07,4.57776612837141e-06,22.1991964268307,130.331438902168,"Mybl2","2"
"ENSMUSG00000073859",1611.41344924467,-0.691995029504175,0.140485627744978,-4.92573539807465,8.40436643261303e-07,4.59381336942465e-06,1450.73896304936,2422.34151542511,"Itpripl2","7"
"ENSMUSG00000004187",27.0125271489327,-2.60464017997714,0.528793057401426,-4.92563233106116,8.40879797483961e-07,4.59471823313207e-06,7.8348443994882,45.6410549159413,"Kifc2","15"
"ENSMUSG00000007029",2871.817453537,-1.01556933533702,0.206245407742099,-4.92408217208378,8.47572177386574e-07,4.62975812142745e-06,1377.52089123043,2782.90966252223,"Vars","17"
"ENSMUSG00000005299",1560.75745674164,-0.52534405701465,0.106699142691567,-4.92360148134698,8.49657824320849e-07,4.63961948212946e-06,1105.11532810129,1581.75911251878,"Letm1","5"
"ENSMUSG00000029119",8167.88547716093,-0.763080669935199,0.154986473606102,-4.92353075839745,8.49965097647521e-07,4.63976659998816e-06,5330.42931682026,9160.24202544683,"Man2b2","5"
"ENSMUSG00000092558",746.490932668389,0.837509141309901,0.170122871712371,4.92296616486635,8.52421953898102e-07,4.65164383744394e-06,935.845117307449,534.127475983163,"Med20","17"
"ENSMUSG00000027981",450.480221041137,-0.912362379301841,0.185419196527459,-4.92053895383332,8.63062200425774e-07,4.70815506896736e-06,364.912394331025,698.244870420179,"Rnpc3","3"
"ENSMUSG00000023010",36655.1963419166,0.637462251286943,0.129556806885688,4.92033005914848,8.63983892881585e-07,4.71163011897302e-06,46991.7629538225,30683.8866390237,"Tmbim6","15"
"ENSMUSG00000036986",5083.27100677007,1.23840378134046,0.251761992613071,4.91894653552312,8.70112295698974e-07,4.74348768317316e-06,9712.66412248682,4062.36385557939,"Pml","9"
"ENSMUSG00000037503",8534.01336304603,-1.06663497730686,0.216969800112208,-4.91605272602563,8.83066233043003e-07,4.81252197006741e-06,4735.37004909355,10133.9975616682,"Fam168b","1"
"ENSMUSG00000032046",5494.23151850008,-0.876684400338412,0.178352112688264,-4.91546966909633,8.85698630493813e-07,4.82527914196942e-06,4788.79903303075,8825.83030274807,"Abhd12","2"
"ENSMUSG00000041754",63.5411874817397,3.81097447666654,0.775375854478787,4.91500277530348,8.87812018572506e-07,4.83520128969844e-06,115.647249094692,11.1025368028455,"Trem3","17"
"ENSMUSG00000025877",43872.7205382757,0.997426181035248,0.202954969720909,4.91451962180008,8.90004118044748e-07,4.84554544663112e-06,40600.8026139108,20030.0257888572,"Hk3","13"
"ENSMUSG00000027634",1328.32940887506,-0.886270854372164,0.180505621194334,-4.90993492894051,9.11066196113567e-07,4.95858487730209e-06,905.919812562572,1626.18662318587,"Ndrg3","2"
"ENSMUSG00000025616",1685.59714158536,-0.732363827024901,0.149195275697475,-4.9087601708644,9.1653979364682e-07,4.98673574117309e-06,1368.43676192722,2323.52561768581,"Usp16","16"
"ENSMUSG00000059518",1105.91428528495,0.782422905373924,0.159504331424153,4.90533955026783,9.32658545176471e-07,5.07276752586782e-06,1709.48859437397,958.633454341079,"Znhit1","5"
"ENSMUSG00000001751",5610.95332056079,-0.703842484131173,0.143520005327892,-4.90414198719646,9.3836597210701e-07,5.10213377278026e-06,4128.15424362065,6720.88478724179,"Naglu","11"
"ENSMUSG00000028478",10744.4432869823,-0.424585260800358,0.0866009093111356,-4.90278063103158,9.44894855699496e-07,5.13594573290061e-06,9013.95855422677,12043.507778436,"Clta","4"
"ENSMUSG00000022601",12767.9165589425,0.483780921418508,0.0987163555720128,4.90071699482052,9.54875245587848e-07,5.18848988500475e-06,17849.523833332,12833.3368982523,"Rpl24","16"
"ENSMUSG00000026856",568.730845910297,0.901349431163244,0.1839510985108,4.89994046494005,9.58657002892096e-07,5.20732919424584e-06,730.591414827429,384.307579919119,"Dolpp1","2"
"ENSMUSG00000012296",1031.99481064379,-0.468174363120055,0.0955614798446268,-4.89919540678167,9.6229904214709e-07,5.22368364925434e-06,1059.73656362704,1442.95116513061,"Tjap1","17"
"ENSMUSG00000043432",230.636316556955,1.04931991768851,0.21418121693414,4.89921540604178,9.62201106786355e-07,5.22368364925434e-06,322.33033434175,154.96616860604,"Leng9","7"
"ENSMUSG00000020532",2295.3727790879,-0.610126174595831,0.124540378737512,-4.89902295770086,9.63143914752609e-07,5.2265557157608e-06,1749.38057537839,2585.47842623182,"Acaca","11"
"ENSMUSG00000045868",3750.2353956564,1.15696201482551,0.236194467167136,4.89834511663995,9.66471758448936e-07,5.24289546839998e-06,5778.96224130043,2673.31684112449,"Gvin1","7"
"ENSMUSG00000022244",109.473235310167,-1.10895202550187,0.226510441562757,-4.89580973773619,9.7901754393707e-07,5.30921342388678e-06,41.9890772512272,91.9109891167551,"Amacr","15"
"ENSMUSG00000093661",1336.28896626898,-1.01595474054352,0.20752107390057,-4.89567021530686,9.79712472905866e-07,5.31124177499672e-06,553.857948041706,1139.10904733442,"","6"
"ENSMUSG00000029311",1586.80654630386,-1.14417293027663,0.233728972441113,-4.8952978243418,9.81569592066361e-07,5.31956722930267e-06,991.352577370394,2112.63276962332,"Hsd17b11","5"
"ENSMUSG00000060152",305.644413116878,-1.15439386101886,0.235884419048726,-4.89389619574832,9.88589962470246e-07,5.35586005526843e-06,137.732875531813,305.781575875507,"Pop5","5"
"ENSMUSG00000039158",9302.05866995466,-0.780151325046837,0.15942425087594,-4.89355490623525,9.90306690691681e-07,5.36340511702814e-06,8136.54850524679,14011.4292255547,"Akna","4"
