Rep1,Rep2,Rep3
17.966480446927374,18.28397212543554,12.159353348729793
2.0670391061452515,1.721254355400697,0.5288683602771362
174.96648044692736,311.07142857142856,262.71824480369514
25.40568862275449,14.25,8.96304347826087
65.39820359281437,15.542207792207792,16.17608695652174
183.45958083832335,308.1525974025974,289.2173913043478
49.869249394673126,29.265700483091788,33.9572192513369
72.28571428571429,27.579710144927535,12.962566844919786
207.43825665859563,158.42995169082127,315.9964349376114
10.8375,11.649880095923262,18.975124378109452
1.5145833333333334,0.580335731414868,0.4262023217247098
160.56041666666667,275.74340527577937,244.67495854063017
24.077220077220076,10.23,5.391061452513966
17.776061776061777,3.0866666666666664,4.1694599627560525
193.8011583011583,318.9533333333333,207.292364990689
41.8862660944206,38.666666666666664,30.04178674351585
17.206008583690988,5.847517730496454,6.508645533141211
252.95278969957081,305.1276595744681,215.71037463976944
