"Set_Image","Object_Nbr","CenterX_Cells_Location_","CenterY_Cells_Location_","TouchesImageBorder_Cells_TagImageBorder_","Cd40","Atf3","Tnf","Area","Eccentricity_Cells_AreaShape_","Extent_Cells_AreaShape_","EulerNumber_Cells_AreaShape_","Perimeter_Cells_AreaShape_","FormFactor_Cells_AreaShape_","MajorAxisLength_Cells_AreaShape_","MinorAxisLength_Cells_AreaShape_","Orientation_Cells_AreaShape_","Genotype","Timepoint","Sample","Replicate"
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",57,1725.94,695.192,0,2,1,3,24055,0.644261,0.641193,1,923.118,0.353965,206.016,157.562,86.2219,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",58,1759.08,886.38,0,0,9,0,33763,0.904913,0.420775,1,1306.55,0.248162,363.719,154.798,40.0893,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",59,1791.82,355.848,0,4,3,1,35507,0.820141,0.481033,1,1304.66,0.261735,292.631,167.432,13.4979,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",60,1799.75,1571.11,0,4,0,0,26499,0.85452,0.520537,1,983.821,0.34334,264.083,137.169,48.7624,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",61,1829.73,1302.06,0,0,1,1,16071,0.766233,0.551889,1,758.027,0.350541,186.842,120.058,-56.8446,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",63,1928.77,1177.59,0,0,0,0,14916,0.727649,0.495614,1,686.193,0.396922,175.131,120.131,68.4473,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",5,192.559,611.676,0,2,0,0,14466,0.762051,0.587738,1,638.052,0.445129,176.864,114.523,-41.4733,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",6,172.514,964.94,0,1,3,1,9803,0.583833,0.692449,1,475.32,0.542964,125.845,102.171,-42.8753,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",7,187.155,1541.37,0,1,1,0,19153,0.958215,0.297181,1,1068.82,0.210292,311.721,89.1679,38.7348,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",8,216.236,407.908,0,0,4,1,14739,0.635669,0.661594,1,656.015,0.429069,159.98,123.499,-32.156,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",9,229.721,803.28,0,1,0,1,28729,0.856102,0.470697,1,1169.34,0.263576,285.273,147.431,17.3302,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",11,370.444,493.329,0,2,1,0,21312,0.876319,0.403636,1,987.453,0.274108,272.184,131.119,42.431,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",12,441.875,1094.82,0,1,0,0,13367,0.927067,0.204014,1,1116.65,0.134472,282.853,106.04,-40.8793,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",14,468.19,1203.16,0,0,0,0,20671,0.82764,0.41667,1,1672.71,0.0927285,259.53,145.664,-35.8058,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",15,492.873,1020.83,0,0,1,0,11814,0.819095,0.517069,1,679.962,0.320156,174.11,99.8795,-31.4026,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",16,549.332,1461.95,0,0,3,1,17311,0.735224,0.562411,1,749.551,0.386164,187.933,127.385,49.9954,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",18,556.309,1776.39,0,1,1,1,28341,0.416633,0.586333,1,953.725,0.390723,211.182,191.98,48.7246,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",19,621.141,204.985,0,0,0,0,25921,0.801857,0.510176,1,970.454,0.345157,247.619,147.956,0.985733,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",20,620.582,629.128,0,1,0,0,18051,0.701228,0.67759,1,783.111,0.36894,183.563,130.869,-12.6804,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",21,654.637,1025.37,0,1,0,1,12308,0.674862,0.569156,1,622.653,0.397659,153.126,112.998,-1.26044,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",22,671.244,1364.32,0,0,0,1,14437,0.356596,0.346111,1,924.551,0.211781,169.364,158.23,-32.0371,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",23,691.288,406.623,0,0,0,0,22901,0.851909,0.703304,1,882.592,0.368605,241.93,126.696,5.46519,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",25,816.589,1222.63,0,0,2,2,16372,0.734004,0.499359,1,706.19,0.411376,179.664,122.018,-29.133,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",26,808.569,1683.44,0,4,0,0,13346,0.29094,0.661873,1,593.171,0.475049,135.658,129.79,-26.9535,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",27,849.2,969.88,0,1,0,0,24554,0.794249,0.688771,1,868.294,0.408318,228.487,138.827,-13.6137,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",28,922.762,429.847,0,0,2,1,17730,0.874801,0.460855,1,864.093,0.29771,237.742,115.182,66.005,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",29,909.99,657.402,0,1,4,0,26441,0.829299,0.373698,1,1123.04,0.26298,271.34,151.626,-38.7292,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",31,1016.11,1809.64,0,1,0,0,19240,0.762,0.612583,1,803.496,0.373566,199.236,129.02,78.2766,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",32,1059.51,1410.82,0,2,1,3,26989,0.570295,0.633099,1,915.666,0.403622,207.482,170.434,-36.0308,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",33,1070.39,390.448,0,1,1,0,12210,0.58903,0.465888,1,723.774,0.292092,152.258,123.041,76.0788,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",34,1074.65,1199.07,0,0,0,0,11102,0.827662,0.433689,1,652.741,0.326437,173.042,97.116,-48.4679,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",36,1148.91,550.395,0,0,0,0,13614,0.681085,0.646439,1,589.351,0.49088,155.991,114.217,71.6913,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",37,1169.69,1116.5,0,0,0,0,8496,0.808629,0.508895,1,492.258,0.43881,141.504,83.2493,-9.19445,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",38,1133.73,929.277,0,0,0,1,25340,0.567529,0.607659,1,922.876,0.373069,201.513,165.916,-11.13,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",39,1221.28,1453.12,0,0,3,0,15542,0.430257,0.596668,1,723.326,0.372262,151.081,136.381,11.3855,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",40,1254.22,318.35,0,0,1,1,17654,0.860066,0.55307,1,821.096,0.328252,214.905,109.641,-49.9822,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",41,1290.71,1236.06,0,1,0,0,13020,0.795096,0.564712,1,630.799,0.409886,169.026,102.512,-26.0634,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",42,1302.98,1675.01,0,0,3,0,21990,0.966118,0.288787,1,1124.58,0.218114,377.987,97.5587,64.5515,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",43,1291.04,783.39,0,2,0,0,8995,0.571881,0.65068,1,465.52,0.519362,119.457,97.995,-86.9058,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",44,1351.61,1123.09,0,0,0,0,13348,0.874938,0.482993,1,662.193,0.38137,194.099,93.9895,-35.8374,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",45,1394.98,156.71,0,0,1,0,20383,0.655381,0.577259,1,874.719,0.334002,191.379,144.548,-13.9305,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",46,1411.1,932.627,0,0,1,0,20690,0.253672,0.653527,1,739.843,0.473716,167.603,162.121,-78.3436,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",47,1455.35,504.292,0,0,0,0,15857,0.968226,0.543253,1,865.235,0.265558,290.339,72.6073,-79.4294,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",48,1499.16,1250.71,0,1,0,0,21449,0.829618,0.368192,1,1344.21,0.148949,267.171,149.17,-80.2611,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",49,1507.83,1639.26,0,1,0,0,22401,0.722175,0.576602,1,859.95,0.379771,208.11,143.952,67.2749,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",50,1476.53,672.133,0,4,0,0,31477,0.843865,0.267082,1,1725.68,0.132672,400.333,214.801,-20.2169,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",51,1537.14,1938.55,0,1,0,0,18692,0.718754,0.574714,1,810.973,0.356273,190.186,132.229,48.0077,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",52,1600.95,310.458,0,0,10,0,27083,0.726216,0.487323,1,981.762,0.352379,242.991,167.049,49.5362,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",53,1667.87,1046.32,0,2,1,0,23518,0.914875,0.403812,1,1118.34,0.235876,297.759,120.216,34.0571,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",54,1747.08,1723.07,0,3,1,0,24609,0.635204,0.533112,1,895.278,0.384962,205.683,158.858,62.3041,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",56,1729.81,1177.89,0,0,0,0,12664,0.463557,0.633137,1,584.354,0.464455,136.419,120.876,47.8782,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",57,1730.48,845.231,0,0,1,0,14514,0.40127,0.565011,1,665.725,0.410302,145.951,133.685,-87.3973,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",58,1741.74,1437.62,0,0,0,1,26144,0.852869,0.512085,1,1046.43,0.299454,265.761,138.761,-58.2076,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",59,1827.21,610.452,0,0,1,2,19418,0.911804,0.412587,1,1158.6,0.181469,281.827,115.726,18.1155,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",61,1874.03,107.088,0,0,5,0,12395,0.906577,0.428789,1,714.021,0.304662,205.207,86.6057,60.9685,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",62,1860.5,289.823,0,1,8,0,28565,0.87487,0.329652,1,1805.42,0.110004,386.652,187.278,59.26,"Rad21KO","0h","Rad21KO_0h",2
"Set #19, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position020_C1_MAX.tif",63,1907.71,804.012,0,0,0,0,21450,0.909652,0.429688,1,965.575,0.288513,272.775,113.303,-53.8303,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",5,112.592,1820.41,0,1,11,0,19702,0.672236,0.680318,1,682.141,0.530517,186.285,137.913,-58.3003,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",6,187.568,1140.59,0,0,0,0,40827,0.957274,0.295882,1,1825.58,0.153773,506.213,146.388,-55.7172,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",7,210.881,879.852,0,0,0,1,16420,0.799082,0.352724,1,947.074,0.229561,226.337,136.079,-69.814,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",8,240.425,1910.65,0,0,0,0,14451,0.845933,0.442861,1,782.068,0.296148,200.543,106.947,32.9694,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",9,278.987,224.593,0,2,0,0,16648,0.577525,0.637854,1,675.509,0.457114,162.266,132.47,-82.0798,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",10,315.656,1799.7,0,0,0,0,9334,0.593888,0.639052,1,438.791,0.606436,123.788,99.5933,81.4616,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",11,337.162,1577.75,0,1,0,0,14520,0.520662,0.70189,1,610.562,0.48786,149.409,127.56,-55.4193,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",12,362.67,692.595,0,0,1,1,27412,0.687078,0.619732,1,963.112,0.370592,225.078,163.538,-24.3113,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",13,339.569,1406.43,0,1,1,0,13219,0.715695,0.496544,1,716.528,0.322649,167.483,116.972,43.8393,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",14,357.706,1705.0,0,0,2,1,9284,0.627527,0.619181,1,487.643,0.488609,125.997,98.1009,21.7754,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",15,406.337,1062.2,0,0,1,0,19585,0.567534,0.708754,1,717.553,0.476668,175.485,144.485,83.483,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",17,463.089,494.182,0,0,2,2,23668,0.968948,0.291184,1,1284.36,0.180021,391.57,96.8214,-22.3265,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",18,488.453,1672.03,0,0,1,1,13281,0.523258,0.641594,1,606.434,0.452317,142.998,121.859,83.5229,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",19,503.384,1809.9,0,0,0,0,14033,0.841599,0.468235,1,763.825,0.301465,190.824,103.064,-42.8136,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",20,507.254,1361.77,0,1,4,0,21492,0.885494,0.551714,1,920.142,0.318298,251.709,116.957,-75.4084,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",21,562.6,344.938,0,0,0,0,20105,0.644921,0.345649,1,1163.32,0.186368,223.074,170.484,-25.4734,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",22,665.819,708.927,0,0,6,0,26437,0.981875,0.277933,1,1314.43,0.191993,444.214,84.1926,-30.8292,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",23,626.571,905.6,0,0,2,1,18548,0.751058,0.688646,1,654.298,0.542787,192.29,126.957,-89.3797,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",24,694.647,1570.71,0,0,0,0,40425,0.917041,0.327636,1,1811.5,0.154634,448.756,178.961,63.9308,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",25,696.824,1255.94,0,1,0,0,26938,0.716133,0.579412,1,948.391,0.375565,225.125,157.129,-56.6101,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",26,736.557,556.66,0,0,0,0,14421,0.927081,0.407626,1,916.658,0.215201,254.11,95.256,-15.0662,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",27,760.839,1011.86,0,0,0,0,24146,0.544216,0.619001,1,923.473,0.355031,195.046,163.633,77.4537,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",28,879.474,1688.25,0,1,2,1,57242,0.83347,0.563849,1,1580.8,0.287488,374.698,207.045,69.0146,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",29,905.004,405.108,0,0,0,4,59541,0.934572,0.338917,1,2123.35,0.165796,583.203,207.489,12.2885,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",30,945.56,1063.52,0,0,9,2,13936,0.791089,0.440288,1,859.848,0.236317,195.124,119.358,54.8698,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",31,931.159,192.499,0,1,0,0,10532,0.569377,0.651773,1,506.755,0.513348,129.103,106.132,14.3196,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",32,956.375,799.504,0,1,0,0,19543,0.540792,0.593255,1,752.595,0.432439,176.762,148.684,59.6675,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",33,1025.21,1878.51,0,0,1,1,28382,0.90223,0.316146,1,1415.24,0.177819,337.275,145.451,35.8507,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",34,1092.93,1278.07,0,2,8,1,44218,0.840929,0.524158,1,1432.33,0.270468,344.95,186.668,1.49572,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",35,1155.86,217.702,0,0,2,1,21287,0.912766,0.373129,1,1348.86,0.146808,322.054,131.554,-74.7547,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",36,1217.45,1581.66,0,0,2,2,35595,0.985863,0.174327,1,2043.92,0.106966,622.206,104.252,-41.9145,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",37,1175.1,646.755,0,0,0,0,32382,0.846087,0.573417,1,1283.13,0.24677,287.459,153.229,-15.5657,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",38,1211.85,1106.9,0,0,0,2,28861,0.962353,0.430607,1,1436.28,0.175565,415.419,112.912,0.637619,"Rad21KO","0h","Rad21KO_0h",2
"Set #20, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position021_C1_MAX.tif",39,1214.94,1726.86,0,0,0,0,15624,0.77422,0.519001,1,748.153,0.349833,187.632,118.756,-8.04034,"Rad21KO","0h","Rad21KO_0h",2
